Country,2000-2003,2004-2007,2008-2011,2012-2014,2015-2017,2018-2020
Jordan,62.5,56.5,48.75,46.0,43.67,41.33
Peru,104.75,93.75,78.25,69.33,62.67,68.0
Saudi Arabia,21.0,17.25,15.75,14.67,16.0,17.0
Lebanon,27.25,22.75,19.0,20.0,19.0,19.67
Indonesia,284.5,266.25,238.0,198.33,194.0,170.67
"Iran, Islamic Republic of",42.0,31.75,32.0,22.33,19.33,20.0
Côte d'Ivoire,506.75,562.0,600.75,575.33,526.33,495.0
Cameroon,616.25,554.0,528.0,485.33,442.33,434.0
"Tanzania, United Republic of",691.0,565.0,526.25,375.33,302.67,255.67
Italy,9.5,7.5,7.0,6.67,6.33,5.0
Bhutan,260.0,179.75,120.25,84.67,69.33,59.67
Fiji,48.25,44.75,41.5,38.67,38.67,37.67
Benin,490.5,505.0,575.25,615.0,583.33,529.0
Namibia,449.5,417.0,447.0,334.0,257.67,218.67
United States,12.75,13.0,14.5,16.33,18.0,20.0
Comoros,417.0,364.25,320.25,291.33,252.33,232.67
Bulgaria,19.75,12.75,9.25,7.33,7.33,7.0
Japan,8.25,6.75,5.75,5.0,5.0,4.33
South Africa,184.75,219.75,213.5,152.0,133.67,123.33
Australia,6.25,5.0,5.25,5.67,5.0,4.0
Finland,7.0,7.25,7.0,7.0,7.33,8.33
Singapore,14.75,12.5,8.75,7.67,7.33,6.67
