Country,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2021
Mexico,97.29,99.51,101.75,100.75,106.01,107.49,103.25,103.12
Oman,81.92,84.92,,94.22,109.32,101.45,101.3,90.65
Syrian Arab Republic,88.66,98.28,107.48,107.29,90.24,,,56.76
Rwanda,22.0,36.98,,67.04,73.81,67.3,90.37,94.38
Afghanistan,,,,,,65.57,68.77,
Peru,94.43,95.36,100.01,101.47,97.29,100.4,90.48,102.31
Guatemala,49.36,59.71,70.09,78.87,85.11,83.13,80.53,84.48
Bosnia and Herzegovina,,,,72.44,76.91,88.6,89.75,89.33
Comoros,44.76,53.53,57.42,60.06,77.37,84.21,81.86,
Colombia,100.25,102.18,113.43,119.82,111.62,102.28,104.95,98.94
Portugal,,,,,,,99.84,102.04
Morocco,51.89,63.62,79.33,78.55,91.29,94.36,92.69,98.55
Romania,98.23,96.5,92.19,94.3,96.39,88.52,87.61,84.97
Iceland,98.89,98.62,98.75,98.89,99.08,99.11,98.98,98.32
Timor-Leste,,,,88.22,89.84,102.69,104.71,105.79
Italy,101.27,100.86,102.25,102.71,99.74,98.84,98.75,98.38
Switzerland,97.29,97.51,97.32,98.29,96.72,96.71,95.77,95.82
Dominica,114.33,104.09,104.29,92.11,96.64,101.71,87.52,82.86
Ethiopia,16.07,24.43,39.01,50.37,51.59,54.48,61.02,62.62
Uzbekistan,102.02,98.97,97.51,95.13,93.37,95.68,99.85,100.87
Central African Republic,,15.87,17.92,25.34,29.51,29.88,40.08,
Germany,102.07,102.76,100.98,102.65,102.5,100.4,98.77,99.75
Chad,12.97,20.04,20.87,23.46,28.04,32.57,32.57,37.69
Greece,,105.25,103.46,100.53,94.84,96.99,97.72,98.64
Lesotho,67.97,74.92,88.49,88.98,89.49,88.45,,
Panama,90.3,92.58,93.76,98.62,100.61,96.17,87.95,90.59
Belize,98.7,101.05,102.63,99.47,105.54,104.63,103.22,108.14
Spain,,100.53,99.87,98.94,96.81,96.08,96.89,97.84
Nicaragua,68.17,75.48,78.38,79.49,,,,
