Country,1961-1971,1972-1982,1983-1992,1993-2002,2003-2012,2013-2022
Niger,,3110500000.0,4667600000.0,12477777777.78,30760375000.0,112650222222.22
Russian Federation,,,904000000.0,155215700000.0,1334163400000.0,4208896700000.0
Nepal,56075000.0,172409090.91,872220000.0,3169656000.0,14242853000.0,42755000000.0
Netherlands,1367041818.18,3885236363.64,5990258000.0,6303170000.0,8128080000.0,9833050000.0
Estonia,,,4346000.0,58000000.0,235995902.5,521800000.0
Finland,88209090.91,359909090.91,1166900000.0,1612930000.0,2620053783.4,3292950000.0
Azerbaijan,,,120000.0,75675000.0,1081130100.0,3265206000.0
Panama,,,89850000.0,72760000.0,0.0,0.0
Denmark,2167454545.45,6840454545.45,14914500000.0,18869200000.0,23208600000.0,28075000000.0
Switzerland,1567545454.55,3007545454.55,4933500000.0,5015800000.0,4337200000.0,4947480000.0
Morocco,379227272.73,2902272727.27,7464200000.0,13016300000.0,22155740000.0,38129665200.0
Hungary,8673636363.64,19036363636.36,45740000000.0,146525000000.0,306115100000.0,552695993600.0
Norway,2011272727.27,6327454545.45,18042800000.0,25034200000.0,35924700000.0,59243500000.0
Slovenia,,,95460000.0,200907000.0,478717900.0,474024200.0
Brazil,0.0,0.04,1121551.1,15883676000.0,44720000000.0,92124710000.0
Iraq,90744090.91,573007250.0,,,3175890777777.78,8125055200000.0
Portugal,32600516.86,116292979.15,722354343.98,1644301352.09,2473900000.0,2758900000.0
Israel,198247.73,19125843.18,9654115607.92,29597517368.33,46592799990.0,69920660000.0
Iceland,,,0.0,0.0,0.0,0.0
Australia,841863636.36,2420363636.36,7342900000.0,11577050000.0,21134050000.0,36118867500.0
Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,29627500.0,94236363.64,218700000.0,321230000.0,786880000.0,1339327700.0
Libya,30996363.64,160872727.27,,569000000.0,1318157142.86,4910100000.0
Trinidad and Tobago,12531250.0,42580000.0,,118325000.0,750952500.0,1286989100.0
Kuwait,25350000.0,197094444.44,1121000000.0,859500000.0,1198475000.0,2078318900.0
Canada,1843340909.09,4229659090.91,11486175000.0,12399300000.0,18373525000.0,27121750000.0
Zambia,,,3454888.89,58281666.67,1061077777.78,3576468800.0
Namibia,,,387000000.0,483440000.0,2048387500.0,5854325500.0
Uruguay,,2315063.64,244384000.0,5079500000.0,11812800000.0,37169961371.8
kos,,,,,23959128.4,57130621.8
