Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2018,2019-2022
Cayman Islands,,,,,2788593102.22,2810945518.31,3529034167.07
Cyprus,8780656226.83,11717803994.25,15762687826.48,23718319845.5,26975755421.03,30582260970.7,38142524121.06
Italy,1120466310602.08,1355715863304.58,1625679478057.04,1950983636799.34,2160203405124.67,2453329847949.07,2836324255293.72
Lesotho,2423124772.47,2964934904.89,3917317051.01,4944917685.51,5761208379.83,6793724962.27,6741957534.46
kos,,,,12132358720.6,14788926740.93,18552045459.17,23225815660.27
Aruba,1646110296.33,2269419076.65,2887558955.5,3304130689.7,3433126120.0,3844765355.65,4137149099.23
Somalia,,,,,14817919876.26,22083263335.99,27081705896.08
Central African Republic,1790797785.34,2200252701.1,2652497167.68,3449224719.68,4038503097.39,4172721001.33,5296955441.32
Norway,86524092149.68,120916591289.63,176352382047.62,261257718918.7,326060529313.4,348371717479.38,462421004414.44
Mexico,773018883181.64,930056221235.72,1200327219179.85,1583618726428.4,2021380651223.09,2412003963599.83,2530083450587.72
Egypt,232652041600.23,322374587313.74,443706918328.16,643632381202.09,887007659282.34,1091395494901.73,1404604218542.19
Lithuania,,24577119530.26,36042920520.04,56456252661.4,71914279870.5,89267168457.41,117280321955.49
Belize,1020928698.51,1327733805.52,1995691259.1,2676653553.14,2951716393.37,3162870066.01,3634729506.16
Lebanon,19838043740.16,31623401727.64,36814074415.35,56356617781.9,82324477829.59,103757196992.31,85278271757.11
Albania,6870836602.21,9561813432.59,14574184308.88,22049741324.05,30338578794.64,36179589067.16,43374196309.69
Finland,86567158388.89,110781852118.62,149207570146.36,194250151189.3,222442623214.49,254980520477.13,305747926923.37
Dominican Republic,29567282300.62,43994701328.3,59008209269.71,87265034606.79,116393483174.32,164411423643.43,211313422285.34
Guatemala,33968610494.78,46104875057.84,60149449297.97,81345999832.82,103780702597.42,130446688267.2,160609602842.18
Iraq,72427080533.0,145707824381.64,238577834909.57,304802006926.35,454247115390.35,372657246896.99,434325220918.38
Uzbekistan,50214160519.47,55014877103.57,73892650084.64,121980144409.1,182512589874.39,226030111070.7,294158763427.52
El Salvador,17455018036.35,23226165006.13,27306572168.68,34134706361.81,39895392391.61,49681958744.04,58831179519.09
Hong Kong,122313685605.61,165591992122.36,208572531517.68,310209140305.89,381692989620.88,449763954212.57,506433568603.52
Switzerland,,240997203943.21,293847519222.92,378219249207.93,482918481325.47,563799552337.52,645753072354.99
Sao Tome and Principe,,,298378547.42,452748819.91,554587013.4,687071826.06,848737483.14
North Macedonia,10111517764.87,10428440168.06,12984765676.06,19055789563.05,24717222904.03,30668604139.9,36950754291.62
Brunei Darussalam,16236127159.84,20029524142.12,24418586251.51,29664247179.28,32863528748.82,26684745036.73,29641487483.41
Austria,165917418504.81,202660547478.98,251111326504.13,322867152869.96,389131704686.74,464383542324.41,550432797022.09
Greece,,,,321438984898.04,287000819087.38,301207046707.64,336453453418.23
"Moldova, Republic of",,9046705964.63,11555010223.31,17254348676.35,23232650175.18,31936359124.79,37880638460.94
