Country,1961-1967,1968-1974,1975-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Guinea,6.07,5.84,5.46,4.04,4.2,3.43,2.74,3.22,3.39,3.5
Nepal,3.37,4.83,6.9,5.96,6.32,6.3,4.15,2.64,2.59,3.61
Nigeria,3.54,4.12,5.2,5.67,4.85,4.13,4.84,4.84,4.44,3.96
Cambodia,4.44,13.56,-12.96,5.98,6.34,4.29,2.41,2.84,3.15,2.91
Madagascar,5.57,5.71,5.51,5.22,5.3,4.18,4.14,4.94,4.53,4.2
Sweden,1.89,1.19,0.38,0.15,0.71,0.36,0.38,0.95,1.4,1.08
Sint Maarten (Dutch part),8.89,7.46,6.54,8.89,5.86,-0.39,1.0,0.21,2.4,1.06
Nauru,4.12,2.13,1.15,2.17,2.58,0.25,-0.1,-0.06,2.13,1.5
Saudi Arabia,8.11,8.78,7.52,6.34,4.72,3.02,2.77,3.8,2.36,1.55
Kiribati,5.91,6.0,1.88,2.84,2.87,4.1,2.74,3.58,3.17,3.08
"Micronesia, Federated States of",4.31,3.76,2.95,2.54,1.96,-1.14,-0.4,-0.48,0.61,1.27
Macao,3.62,1.51,0.21,3.92,3.38,1.88,2.3,2.6,1.86,1.63
Malawi,4.99,7.27,6.81,6.33,6.3,3.55,3.11,3.53,3.84,4.12
Uruguay,1.37,0.87,0.99,0.93,0.98,0.88,0.48,0.45,0.41,0.1
Guyana,2.5,1.54,1.05,-0.65,-0.67,-0.07,-0.53,-1.22,0.51,1.46
Bangladesh,6.85,6.5,10.36,5.1,4.2,3.54,4.17,3.61,3.54,3.13
Cabo Verde,4.7,3.8,3.38,7.59,6.18,4.18,3.1,2.42,1.91,1.65
gbm,1.14,1.11,0.86,0.25,1.26,0.92,1.06,1.04,-0.01,0.55
Portugal,1.08,0.81,2.66,1.46,1.09,1.69,1.59,1.11,0.51,1.18
Mongolia,5.63,4.15,4.01,3.59,2.14,1.04,2.52,2.56,2.11,1.97
Iraq,6.18,5.29,4.52,3.7,2.3,3.34,3.18,2.13,3.61,2.62
Viet Nam,4.82,3.45,2.87,2.71,3.51,3.35,3.3,3.19,3.12,2.74
Cuba,2.37,2.5,1.82,1.52,1.28,0.6,0.49,0.2,0.12,-0.09
Tonga,4.68,1.84,1.46,1.03,0.5,0.55,0.71,0.52,-0.54,0.36
Guinea-Bissau,0.96,2.26,6.9,7.16,6.19,3.28,3.27,3.56,3.57,3.2
India,3.21,3.52,3.8,3.22,3.01,2.72,2.78,2.55,2.43,2.21
Turks and Caicos Islands,0.85,2.13,4.67,7.59,6.55,5.75,5.59,4.72,4.67,2.67
Burundi,5.17,5.88,7.03,6.0,4.47,4.5,5.55,6.65,5.29,5.38
Qatar,12.08,11.29,7.22,5.26,3.92,4.21,5.64,12.77,6.87,0.07
