Country,1977-1980,1981-1984,1985-1988,1989-1992,1993-1996,1997-2000,2001-2004,2005-2008,2009-2012,2013-2016,2017-2020,2021-2023
Zimbabwe,-35722082.9,-401105648.89,90230.56,-287954088.24,-52116278.47,,,,-931549751.94,-1376951248.53,-289660838.22,
Malta,49777143.93,39679854.56,-3270679.22,-18109195.3,-202367664.9,-220334937.53,19907327.5,-336498508.54,387977002.71,438587920.95,461195259.51,-643248380.47
Chile,-1201500000.0,-2496000000.0,-923725000.0,-388100000.0,-2246680690.38,-2251916890.94,260629171.27,3836994250.63,-3607033672.68,-7756356457.48,-9000814936.72,-21157281496.16
Bahrain,64459365.1,310372341.24,194281914.89,-340093085.11,117126420.66,18478709.43,477214635.86,2297750888.93,1898283093.61,1086280520.07,-2131848404.26,2614007092.2
Azerbaijan,,,,,-621164500.0,-778249110.0,-1433565750.0,6950981000.0,13391568250.0,4397397500.0,3573197299.27,13211502666.67
Turks and Caicos Islands,,,,,,,,,,269055391.27,68632344.98,
"Korea, Republic of",-3039553052.58,-3674575000.0,6074000000.0,-1683425000.0,-10202475000.0,11020175000.0,16147100000.0,10266575000.0,30002750000.0,91982400000.0,75349850000.0,45982000000.0
Uganda,-89869699.3,11202805.87,-60597411.23,-207020147.28,-92040000.0,-265405000.0,-288425744.05,238193925.53,-1275302291.64,-1176881658.76,-1619872244.98,-3401369953.05
Libya,3654101862.99,-2377703106.63,-64016209.06,697135049.04,414689722.52,2413075366.34,3746875000.0,25323875000.0,13123200000.0,-9194350000.0,3329175000.0,5097800000.0
Tuvalu,,,,,,,-1952460.26,4607559.51,1814415.83,17742113.53,19780241.53,16671883.77
Singapore,-510814294.32,-962564931.38,737413085.53,2293529927.6,13514788873.89,16110503789.02,16458757554.75,33962743001.44,51547124546.95,53683852717.12,59840015923.97,90236790681.2
Nepal,-13983722.5,-70076592.5,-156851193.96,-254114385.71,-293109833.08,-28077950.06,349431509.76,368917241.69,408761450.86,1319951759.03,-504017328.42,-1450872781.6
Vanuatu,,17344615.97,-7325239.05,-4297557.02,-11380152.15,-17603645.52,-27007123.14,-15270343.45,-77375095.97,-39682599.34,43040752.2,-43565636.71
India,246840278.24,-2474556113.49,-5206027155.99,-5419432790.91,-3882620061.63,-4318007483.59,4544566876.59,-13946872354.58,-59309298970.03,-28182216934.93,-25453923303.42,-49095179276.24
Cameroon,-208079511.84,-392831278.99,-606721852.68,-592328460.65,-152130782.29,-294898316.33,-416838836.69,547615142.13,-753453205.99,-1169836807.78,-1251250608.1,-1529777021.91
Togo,-159387262.9,-39350077.22,-64612712.78,-90001731.65,-102144816.55,-120402409.46,-143758783.48,22203089.46,283335965.84,-181625767.67,220702752.74,
South Africa,102273547.59,-49880031.3,2590304004.89,1232167756.99,-1914993822.54,-2091989074.54,510769536.45,-11213060296.62,-14641804137.33,-16672275425.53,-4736948103.82,2741306427.68
Kuwait,8089208490.36,5085683334.83,4899335526.52,-9589246697.24,563468340.66,7988872089.69,10054230002.5,44118499523.46,56754242114.44,34556273769.14,25513806338.75,50459268691.66
