Country,1971-1979,1980-1988,1989-1997,1998-2006,2007-2015,2016-2023
Albania,,,-17.46,5.29,4.11,3.44
Brazil,6.52,0.64,1.92,0.82,2.86,0.46
Cuba,4.35,3.89,-4.01,4.38,3.28,-0.14
Uzbekistan,,,,,8.52,4.77
Northern Mariana Islands,,,,1.96,3.1,3.6
Puerto Rico,7.95,1.51,3.12,3.46,1.03,4.38
"Korea, Republic of",5.83,5.84,7.35,3.15,1.86,1.75
Paraguay,3.9,2.44,0.91,0.31,3.41,1.42
Eswatini,,-7.85,6.47,5.3,2.22,-0.26
kos,,,,,3.87,4.67
Mauritius,1.68,3.57,4.22,4.34,2.99,0.79
Argentina,,,2.73,0.77,2.97,-0.48
"Palestine, State of",,,1.53,0.35,2.94,0.65
Peru,-0.65,0.79,-0.31,1.05,5.55,1.05
Equatorial Guinea,,,,60.36,2.58,-1.1
Hong Kong,6.98,6.37,4.26,1.11,3.96,1.2
Mongolia,,,,,9.7,2.46
Cabo Verde,,,,,1.11,5.17
Botswana,5.59,-0.62,7.2,1.76,4.58,1.54
Syrian Arab Republic,6.78,3.48,-1.26,0.51,-7.81,-10.32
Tunisia,5.99,1.75,1.83,4.33,6.8,0.45
Rwanda,1.19,-0.84,-0.65,6.73,4.44,2.93
Macao,,3.19,2.44,1.42,3.77,-0.59
