Country,1960-1965,1966-1971,1972-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Guinea,10000000.0,2750000.0,12333333.33,29000000.0,20000000.0,14000000.0,,9333333.33,1000000.0,3333333.33,3500000.0,2000000.0
China,788500000.0,93333333.33,14833333.33,23400000.0,57000000.0,459400000.0,947000000.0,2066800000.0,2702600000.0,1356000000.0,1211000000.0,1258800000.0
"Micronesia, Federated States of",,,,,,8000000.0,6000000.0,,,,,7000000.0
Uzbekistan,,,,,,,,8500000.0,,30000000.0,45500000.0,71750000.0
Bulgaria,454500000.0,414500000.0,385833333.33,674600000.0,732800000.0,344600000.0,31250000.0,7000000.0,43200000.0,55600000.0,5000000.0,12750000.0
Czechia,,,,,,,10666666.67,22600000.0,149600000.0,27400000.0,7500000.0,23800000.0
Bosnia and Herzegovina,,,,,,,36500000.0,13500000.0,,,0.0,4000000.0
Sri Lanka,2000000.0,17500000.0,16250000.0,12500000.0,56750000.0,46400000.0,85600000.0,127600000.0,65200000.0,31250000.0,23333333.33,55000000.0
kos,,,,,,,,,,,1000000.0,3750000.0
Estonia,,,,,,2000000.0,9600000.0,8250000.0,12200000.0,17200000.0,20000000.0,19000000.0
Bahamas,,,,11000000.0,33000000.0,2500000.0,,33000000.0,3000000.0,1000000.0,19500000.0,
Barbados,,,,9000000.0,1000000.0,,,,10000000.0,10000000.0,,
Nicaragua,4000000.0,3500000.0,10500000.0,40333333.33,107600000.0,45000000.0,,,14000000.0,14000000.0,30000000.0,13000000.0
Switzerland,133833333.33,200500000.0,107500000.0,235800000.0,289200000.0,359000000.0,175800000.0,218400000.0,135800000.0,29200000.0,26000000.0,10000000.0
Belgium,357500000.0,269666666.67,281000000.0,548000000.0,325400000.0,219400000.0,37800000.0,45000000.0,45000000.0,72800000.0,42200000.0,102600000.0
Tajikistan,,,,,,,27000000.0,,10000000.0,34000000.0,9666666.67,4000000.0
Botswana,,,1000000.0,5250000.0,15000000.0,14000000.0,31250000.0,17750000.0,9500000.0,8666666.67,6500000.0,28600000.0
Pakistan,113166666.67,450000000.0,303000000.0,643000000.0,655200000.0,569200000.0,678200000.0,542800000.0,511800000.0,1333200000.0,886800000.0,1010400000.0
Turkmenistan,,,,,,,,,19500000.0,82800000.0,167400000.0,348000000.0
Guatemala,7400000.0,16000000.0,13166666.67,15400000.0,7000000.0,1000000.0,5750000.0,1000000.0,,1000000.0,33000000.0,7333333.33
Finland,92000000.0,30166666.67,76333333.33,146200000.0,122800000.0,165000000.0,360400000.0,364600000.0,135000000.0,73600000.0,199400000.0,62600000.0
Oman,1000000.0,22666666.67,121666666.67,78000000.0,130600000.0,66000000.0,184400000.0,52750000.0,114400000.0,68000000.0,518200000.0,92400000.0
