Country,1990-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Dominica,3.0,3.0,3.0,3.0,2.25,2.0,3.0,2.0
Guinea,2085.2,2071.75,2079.75,2098.5,2082.5,2031.0,1988.75,1994.75
Brazil,7735.4,7485.25,6890.25,6459.0,6090.75,5338.0,4607.25,4152.0
United Arab Emirates,52.2,57.25,55.75,54.0,70.25,72.0,55.0,55.75
Norway,44.6,39.5,38.75,37.0,33.25,29.25,27.0,26.0
Cuba,286.8,270.75,248.0,189.25,156.0,149.5,133.25,133.5
Croatia,88.4,63.5,43.75,33.5,28.75,24.0,22.0,22.0
Honduras,433.6,778.0,441.25,485.75,547.5,623.0,668.5,649.75
Chile,377.6,341.75,318.75,287.5,247.0,214.25,191.75,184.5
Nauru,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0
Lesotho,338.4,332.0,310.5,269.75,234.75,210.0,192.75,180.5
Ethiopia,24153.0,23332.25,22991.5,20933.75,17434.5,13606.0,10427.0,8730.5
Switzerland,71.0,63.75,57.75,51.0,43.0,37.25,33.25,32.25
Morocco,2078.4,1746.25,1409.5,1139.25,896.75,739.5,659.25,623.5
Tunisia,573.0,509.5,454.75,387.75,314.25,268.0,278.75,302.5
Tonga,4.4,5.0,5.0,5.0,4.25,3.0,2.5,2.0
Seychelles,3.0,2.0,2.0,2.5,2.25,2.0,2.0,2.0
Malaysia,936.0,892.75,853.75,873.75,835.25,802.25,755.0,541.0
Montenegro,12.6,11.25,9.5,8.0,6.75,5.25,5.0,5.0
Sao Tome and Principe,29.0,29.75,26.25,20.75,16.75,14.5,12.25,10.25
Mozambique,5822.6,5582.25,5275.25,4982.0,4874.75,4833.75,4794.75,4891.5
Georgia,119.4,92.0,85.25,79.0,70.0,61.75,54.5,50.5
"Iran, Islamic Republic of",5432.8,4566.25,4231.0,4519.5,3174.25,2571.25,2256.5,2121.25
South Africa,2192.4,3401.25,4669.25,5611.25,5172.25,3861.75,3251.75,3465.25
