Country,1977-1983,1984-1990,1991-1997,1998-2004,2005-2011,2012-2017,2018-2023
Uganda,133550000.0,175514285.71,446442857.14,495317885.04,1324633320.69,2341135266.13,3006847785.0
Costa Rica,241628571.43,386728571.43,838198857.14,1244391692.76,1756536877.54,2921020579.85,4772492251.57
Saint Vincent and the Grenadines,11720987.65,26063492.06,52639682.54,75466105.83,113555532.88,130755456.33,129569889.82
Bhutan,,,,,115030412.38,195777963.31,223552977.34
Indonesia,4723666666.67,4881571428.57,11601714285.71,15897587076.23,25444384392.39,32801753119.32,37470894217.58
Burkina Faso,,,,,616917311.64,1289274336.99,1417185670.02
Honduras,145271428.57,206754285.71,300228571.43,670444991.04,1122200356.27,1744308511.2,2747067189.07
Kiribati,9150988.51,13598496.45,18773697.81,,49222317.76,78170800.44,63148065.04
Tajikistan,,,,146312300.0,385252820.15,530315129.84,553462652.62
Guyana,84429916.0,101535351.09,156570000.0,187584000.0,299150239.33,543344384.9,2224434782.91
"Bolivia, Plurinational State of",263314285.71,268457142.86,344822857.14,478225695.86,1032753631.11,2675344448.18,2486120280.55
Guinea-Bissau,13400000.0,20084714.29,26932714.29,34564172.35,74840206.08,116810067.43,162470262.76
Kenya,410046913.42,498469379.0,955656639.8,984227639.75,1750534342.74,2848347329.17,4069122015.96
Sri Lanka,290940508.39,517951593.06,1031187968.0,1616780500.77,2820145727.14,3753450734.65,2550311191.12
Kyrgyzstan,,,147432200.0,161835622.69,682261308.09,1115868933.89,962187505.4
Estonia,,,444207599.3,1142911597.69,2992190173.85,4463615985.81,7574687245.37
Madagascar,211246731.01,210856133.94,361217832.91,554796228.82,1138903999.89,1244787519.92,1208318004.88
Botswana,166514383.36,217386263.16,373810089.03,473538061.63,752247295.7,1105674737.72,1201800277.69
Grenada,11574603.17,25746031.75,42766137.57,96348440.95,140193288.12,178411908.92,251645636.47
Zambia,473633333.33,297985714.29,322250000.0,358650457.14,749843098.05,1515751869.82,1496155886.23
Egypt,2156360968.14,3170489796.18,5138542857.14,6945119642.86,13822442857.14,17163650000.0,21321944000.0
Gabon,822453493.7,918600256.42,909073876.8,846979699.59,1612099194.87,2340070421.82,
Afghanistan,148500000.0,151883333.33,,,1061056060.36,1396938959.28,1228233813.32
Hungary,504488478.59,1155243805.74,3397580890.81,6760529194.06,15732833880.95,17636038595.81,21777226075.24
Albania,20275000.0,22842857.14,125430357.14,516199343.81,1962577724.77,1895581128.94,2338678619.89
