Country,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2013,2014-2016,2017-2019,2020-2022
Sri Lanka,40.14,35.34,33.77,30.71,30.29,28.64,26.26,24.43,25.89
Solomon Islands,51.52,50.73,48.37,47.7,43.9,41.61,39.87,37.84,37.3
Benin,59.9,58.8,57.47,55.43,53.01,49.97,47.08,43.07,40.91
Canada,4.35,3.89,3.11,2.75,2.58,2.38,2.4,1.99,1.83
United Kingdom,2.89,2.56,2.09,1.88,1.65,1.6,1.62,1.51,1.44
Bahamas,8.65,6.54,6.45,5.95,4.85,5.58,5.42,5.14,4.88
"Venezuela, Bolivarian Republic of",18.73,18.0,15.05,15.09,13.07,11.81,9.72,13.68,16.37
Liberia,58.11,58.67,52.48,53.11,49.13,43.97,40.56,37.87,37.38
Saudi Arabia,8.54,8.33,8.15,7.83,7.46,7.08,6.26,3.82,3.42
Equatorial Guinea,65.05,62.1,60.4,56.49,52.84,52.1,52.26,52.96,53.46
Uzbekistan,42.87,41.91,38.8,34.77,29.86,28.42,28.85,27.98,27.9
Tunisia,21.84,20.69,19.21,18.21,17.8,16.98,16.33,16.24,16.11
Ethiopia,85.0,84.27,83.14,82.22,79.94,77.71,75.36,72.7,70.72
Georgia,46.19,46.5,50.67,52.44,48.12,44.67,42.23,37.92,38.96
Montenegro,12.85,12.48,11.47,9.48,7.78,6.33,7.31,8.3,8.45
Fiji,19.3,19.4,24.53,30.69,33.34,35.05,35.14,34.29,34.2
Malawi,69.13,68.24,68.13,66.86,63.62,61.42,59.94,58.49,57.96
Czechia,8.96,7.11,5.86,4.66,3.91,3.83,3.79,3.54,3.35
