Country,1991-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Belarus,45.9,58.67,,54.83,57.67,,,76.46,71.09,70.49,70.12
Honduras,57.94,64.69,61.3,60.37,59.78,60.01,63.41,63.71,65.55,62.44,63.27
"Virgin Islands, British",76.7,,,,,,,,,,
Luxembourg,51.33,52.37,54.25,55.19,56.67,57.99,59.55,60.2,59.59,60.72,61.88
Kuwait,54.76,,66.34,73.76,74.37,76.98,,74.89,,,
Switzerland,66.57,67.71,67.79,67.2,68.01,67.33,67.72,68.36,68.46,68.05,67.01
Nepal,67.31,85.85,93.0,,83.33,,81.1,82.7,39.92,,
Turks and Caicos Islands,,,58.6,60.79,61.72,,,,,,
Romania,65.4,64.82,58.96,54.84,54.57,54.53,54.7,54.13,54.96,55.1,51.45
Uzbekistan,,,37.35,39.29,73.15,70.14,70.94,72.18,73.92,65.54,
Guinea,45.82,,64.42,,,,,,,52.88,
Israel,60.49,60.86,60.92,61.8,62.82,63.85,65.37,65.59,65.46,64.2,64.03
"Micronesia, Federated States of",,,,,,,56.89,,,,
Gibraltar,49.28,,68.37,,,,,,,,
Bhutan,,,,61.12,69.7,66.63,63.96,63.14,62.6,67.1,66.09
Pakistan,49.9,50.18,50.45,49.11,50.22,50.13,51.22,50.48,50.99,51.6,52.73
