Country,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2022
Paraguay,36016621.09,93447035.69,7773145.97,30244888.01,12195232.32,581140925.82
Nicaragua,46377400.26,382747691.97,259641131.9,217137901.13,210158925.89,388935537.16
Uzbekistan,,,196671660.3,128978474.16,228592503.07,1835790060.41
Morocco,186339293.72,584975366.92,326620433.66,-426104247.23,1314765899.77,998185863.01
Myanmar,57607766.08,278200762.08,54553928.97,34339981.19,198309741.86,375795181.92
Samoa,3654138.0,4990400.72,8586211.92,498738.98,28918938.72,-6579394.52
Côte d'Ivoire,77385649.18,231093771.8,288540519.61,-105920554.89,-20966217.72,1145810480.6
Maldives,2101710.6,5222506.68,10841763.16,10513052.7,49112808.71,157488504.44
Albania,,,58818768.88,97920360.21,163342450.54,108522883.68
Saint Lucia,,3544884.49,9561416.77,6118214.94,4556163.82,28770292.99
"Bolivia, Plurinational State of",68583492.52,127416247.96,209327846.13,236868646.21,322064046.08,837774034.48
Somalia,31602243.87,131856255.99,31068459.22,750000.0,0.0,-47479607.46
Egypt,700908528.14,1453797925.32,441002879.06,-471256609.36,732101844.06,4105933585.5
Grenada,1140725.91,5757085.73,5676940.8,10096902.7,14739188.93,18100645.91
Romania,75920880.61,131362222.44,86419311.39,291491827.13,1363682171.54,-512816584.35
Lao People's Democratic Republic,16775069.41,81592386.41,107273151.17,112920815.87,298873055.5,449811538.45
Ethiopia,38539524.27,560533156.96,254307633.06,259624054.78,1116001928.23,1502968756.26
Solomon Islands,452483.0,6166433.18,2333598.47,5529868.29,-5871489.26,9387951.5
Guinea,50324508.56,44245577.48,148993833.28,29305298.13,47922557.4,230387477.08
Mali,24891970.9,106933041.02,115963343.18,101592124.66,257279061.39,327988047.09
Jordan,57076940.88,212407401.59,245446744.03,53734496.06,-160614141.48,735329710.12
Saint Vincent and the Grenadines,708682.41,3737897.16,4560103.07,3648079.01,18778110.83,29529301.89
Montenegro,,,,,48878654.62,82690455.53
China,,789393113.2,3325953242.7,1399226390.63,181396956.74,-2150926143.45
Algeria,202288628.46,160123851.46,456826342.81,-812014060.83,-1350075516.31,24849850.15
Ecuador,42354908.48,185425464.56,148794285.19,-44446883.58,699181896.04,1232166743.16
