Country,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2011,2012-2012,2013-2013,2014-2014,2015-2015,2016-2016
Cayman Islands,97.13,88.97,97.48,92.56,100.0,,92.08,93.04,,,,
India,93.4,91.72,,,,91.63,,,91.14,90.01,90.55,90.33
Spain,,,,,99.61,98.36,,,100.0,99.77,99.21,99.95
Macao,93.57,94.18,96.63,97.23,97.53,99.2,100.0,99.07,100.0,99.39,,100.0
Hungary,100.0,99.48,100.0,100.0,99.84,99.61,,99.19,99.58,99.67,99.93,100.0
Palau,,,,,,,,,98.43,,,
Albania,96.91,,,98.95,98.29,98.48,99.5,100.0,99.78,99.05,98.29,97.96
Tonga,,,,,,,,,,,,
Myanmar,66.49,73.21,75.52,75.45,,,,,,,,
Djibouti,73.24,,94.22,91.32,,,92.6,,98.98,81.55,77.22,86.23
Mozambique,60.08,58.85,57.14,60.81,59.87,58.95,55.25,58.09,59.06,60.74,72.49,
Burkina Faso,61.38,61.93,67.95,66.56,74.25,76.08,72.85,69.02,70.65,77.25,78.19,76.98
Honduras,,,,68.35,,,66.34,57.84,71.31,,69.23,
Thailand,,,,,,,,,,,,
Ghana,90.69,93.57,97.67,95.64,97.08,,93.01,100.0,88.14,97.94,,92.84
Lao People's Democratic Republic,80.76,85.89,85.28,83.34,84.53,84.76,86.26,88.27,91.64,90.21,89.62,88.99
Belgium,,,,,,,,,,,,
Luxembourg,,,,,,,,,,,,
"Korea, Republic of",99.48,99.31,99.13,99.21,99.96,99.97,,99.95,99.8,99.76,99.8,99.77
