Country,1800-1820,1821-1841,1842-1862,1863-1882,1883-1902,1903-1922,1923-1942,1943-1962,1963-1982,1983-2002,2003-2022
Denmark,7222.29,7209.86,6793.29,7563.0,8083.4,6660.2,5490.25,2703.3,1111.15,468.5,259.1
Antigua and Barbuda,537.67,453.38,381.71,307.95,265.1,198.45,178.55,177.7,55.55,19.8,11.4
Mexico,121878.29,139159.48,166897.86,200599.1,255239.35,276375.95,247854.4,262770.5,210662.7,99937.8,39884.95
Iraq,17169.48,18855.86,20808.95,26640.4,33603.5,48820.25,60609.15,65117.45,45521.5,37304.6,34513.3
Eritrea,3742.05,6056.95,11750.71,11601.75,10722.55,10324.6,11365.0,12024.95,12892.35,11312.75,5325.9
Sweden,12431.95,11887.38,13979.48,15594.3,13489.35,9868.0,6570.05,2910.05,1337.15,609.05,329.55
Togo,7930.29,8311.19,9173.86,10611.35,12504.9,14307.4,16900.15,17862.5,21987.35,22574.15,19678.15
Liberia,4653.29,4741.71,5013.38,5808.55,6900.95,7980.55,9285.65,11326.35,19801.7,23747.8,14607.55
Chile,10815.38,13843.81,20567.33,29168.1,43426.95,55914.75,62688.45,49213.9,20350.25,4567.7,1899.85
Pakistan,246032.14,260111.62,277858.71,295409.1,322993.75,371228.05,444427.0,495023.3,497715.65,627548.5,491506.95
Vanuatu,458.81,453.9,492.71,522.45,551.45,538.45,423.85,383.3,354.1,202.25,219.95
San Marino,,,,,,,,3.46,4.35,2.6,0.7
"Iran, Islamic Republic of",132353.1,145358.0,160762.57,180465.3,201295.6,215521.75,261302.6,288063.7,226548.8,88346.3,24099.45
Qatar,254.0,254.0,253.24,256.6,283.45,311.65,345.65,210.05,285.85,199.85,159.35
Tuvalu,,,,,,,,41.08,16.15,14.2,7.0
Ukraine,87029.43,96357.71,116797.57,141252.35,169987.75,197999.15,175557.75,113485.85,21981.05,12202.9,4932.5
Kuwait,1506.0,1506.0,1507.19,1551.15,1741.0,1944.05,2144.05,1427.15,2057.6,792.8,560.05
Palau,,,,,,,,4.0,20.55,10.9,5.65
