Country,1960-1967,1968-1975,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2023
Timor-Leste,2.42,2.48,2.5,2.18,2.43,2.44,2.55,2.65
Cayman Islands,2.98,3.17,3.47,3.3,3.55,4.1,4.78,6.41
"Palestine, State of",2.01,1.61,1.47,1.6,1.7,1.81,2.06,2.44
Vanuatu,2.28,2.27,2.39,2.18,2.03,2.28,2.56,2.53
Montenegro,3.44,2.79,3.06,4.75,5.05,4.67,6.63,6.47
United States,4.75,4.73,4.89,4.77,4.3,5.28,6.42,6.51
"Bolivia, Plurinational State of",2.54,2.5,2.5,2.64,2.67,2.87,2.95,3.32
Comoros,2.87,2.91,2.85,2.72,2.62,2.12,2.3,2.8
Ireland,5.04,5.1,4.37,3.98,4.26,5.31,5.39,5.79
Uruguay,4.67,4.8,4.89,5.11,4.8,4.66,5.07,5.61
Malaysia,2.69,2.56,2.42,2.42,2.7,3.0,3.9,4.51
Malta,4.46,4.2,4.6,4.45,4.64,7.05,6.91,5.99
Dominica,2.89,2.88,2.71,2.79,2.87,3.63,4.86,6.01
Switzerland,5.5,4.99,5.2,5.36,5.51,6.46,6.47,7.36
Turks and Caicos Islands,2.94,3.45,3.04,2.17,2.58,3.36,4.78,6.29
Djibouti,2.12,2.16,2.21,2.27,2.35,2.53,2.59,3.13
Belize,2.82,2.46,2.28,2.29,2.06,2.22,2.91,3.5
"Korea, Republic of",2.47,2.5,2.66,3.01,4.05,4.44,6.21,8.1
