Country,1982-1990,1991-1998,1999-2006,2007-2014,2015-2022
Romania,,,1633333.31,,
Mongolia,,235000.01,1308750.0,1408749.98,1146207.6
"Bolivia, Plurinational State of",2132222.22,2471250.01,223750.0,868750.0,2589091.84
Nepal,5772222.23,750000.0,112499.99,2817500.03,8731331.68
Iraq,,,,280000.0,350000.0
South Sudan,,,,2183333.28,1800413.09
Viet Nam,,2473333.32,7302499.89,16977499.96,9937268.14
Jamaica,1140000.0,-714999.99,-347142.85,-55000.0,
"Moldova, Republic of",,,1655714.3,6735000.04,2490201.89
"Korea, Democratic People's Republic of",,7953333.54,4667499.99,-1012499.98,-73860.0
Montenegro,,,,,949986.88
Mozambique,3700000.05,1014285.72,5805000.04,4976250.02,10453183.05
Honduras,1682500.0,287142.86,5946249.96,1337500.03,-134813.52
Kyrgyzstan,,580000.01,1011250.0,2387499.97,6421323.25
China,14148888.61,14824999.93,8822499.93,20456250.07,8163269.88
Chad,,1685000.0,1147142.85,4182500.03,6239596.28
Syrian Arab Republic,2305999.95,-224999.98,120000.0,1674999.99,-1066024.78
"Tanzania, United Republic of",957499.99,4578749.98,6634999.99,15731249.93,3207342.48
North Macedonia,,839999.97,1827500.02,-321428.57,-521610.42
Cabo Verde,367500.0,748749.99,322499.99,801250.0,1395495.44
Macao,,-4219999.79,,,
Argentina,,953750.01,-29999.99,3166250.02,-2735824.53
Costa Rica,628749.99,-378750.0,-12500.01,-380000.0,
Bhutan,893750.02,787500.02,1056250.0,1809999.97,1210213.67
Mexico,747777.75,542499.93,299999.99,1197500.0,1206891.8
Sudan,5442222.22,3307500.03,2390000.0,10198749.9,3583511.19
Seychelles,,98571.43,-165000.0,145000.0,353180.01
Zimbabwe,994999.99,1265000.01,763333.33,-60000.0,-1808127.69
Niger,1197142.84,1044999.98,1363750.0,6896249.94,14830751.3
