Country,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2020
Latvia,52.91,49.31,50.1,53.04,51.82,56.43
Bulgaria,48.91,44.72,43.37,49.66,47.45,52.01
France,49.04,48.79,50.82,51.44,50.35,50.0
Cabo Verde,54.77,53.44,51.86,52.09,52.65,52.2
Peru,57.36,63.57,68.97,74.83,75.16,71.82
South Africa,39.59,39.0,38.08,40.82,40.42,39.9
Solomon Islands,80.93,81.25,82.89,82.86,83.25,83.31
Czechia,59.15,56.77,54.87,55.11,55.31,58.62
Indonesia,63.62,62.97,60.56,61.6,64.05,64.25
"Palestine, State of",36.65,36.37,29.24,31.26,33.36,32.43
Cameroon,76.73,76.26,77.11,76.64,73.38,73.3
Kyrgyzstan,61.1,60.09,58.18,59.27,57.98,54.76
Namibia,44.69,42.13,43.63,44.53,48.5,46.94
United Kingdom,55.62,57.07,58.43,58.12,57.81,60.04
Australia,56.89,58.54,60.08,62.26,61.55,61.63
Papua New Guinea,69.12,69.19,63.88,52.37,46.66,45.84
Cuba,46.56,48.27,50.46,53.34,52.9,51.93
Sweden,59.91,57.68,58.88,58.81,58.74,59.74
"Korea, Republic of",59.33,58.68,59.54,59.27,59.66,60.58
Mozambique,81.98,82.2,82.86,80.95,77.63,75.34
Armenia,53.6,48.27,46.67,45.83,47.54,43.51
Ecuador,61.7,63.7,64.27,64.79,62.64,64.25
Mauritius,54.26,53.73,53.62,53.41,54.1,54.12
Qatar,79.99,77.69,77.63,83.66,86.74,86.1
