Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2018,2019-2022
Slovakia,,18.46,16.09,13.19,13.79,14.64,16.01
Gabon,,,,,39.23,52.24,47.85
Canada,10.22,9.31,10.55,11.22,11.63,10.71,9.22
Germany,6.7,5.59,5.64,5.65,5.75,5.79,5.43
"Korea, Republic of",14.22,13.47,11.07,10.91,10.14,10.34,8.92
Estonia,8.25,19.8,18.99,17.41,16.58,16.6,15.78
Austria,9.99,10.91,10.35,10.97,10.62,10.74,10.08
Marshall Islands,,,,40.62,41.45,37.17,34.38
Belarus,3.32,8.61,12.41,11.64,11.83,12.87,13.4
India,10.55,10.82,9.42,8.47,8.83,9.13,
Bahrain,57.41,66.15,57.39,51.8,44.76,45.1,40.89
Mauritius,42.41,40.82,37.82,36.05,36.55,34.97,30.23
United Arab Emirates,,36.55,,,31.81,36.09,33.01
Zimbabwe,,,,56.33,56.32,42.88,
Togo,,,34.8,33.35,36.12,39.77,37.25
Malaysia,,29.27,28.01,27.11,29.66,34.4,30.45
South Africa,35.48,16.35,15.02,13.7,14.0,14.5,13.65
Malawi,,,,18.84,25.56,31.69,32.52
