Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
nld_curacao,-1139.86,-1203.0,-1920.43,-2363.71,-2575.67,-3110.17,87.67,1550.5,973.67,3088.0
Jamaica,-29401.86,-24189.57,-18388.71,-19929.71,-25257.33,-19375.5,-18350.5,-15898.33,-11356.5,-8386.67
Armenia,16129.86,19304.57,11131.86,-29809.71,-40469.0,-61759.0,-37202.33,-31309.83,-27527.33,-14474.67
Haiti,-16342.71,-18371.57,-19823.86,-24271.86,-26191.5,-27284.83,-26639.5,-27789.5,-32134.67,-33425.0
North Macedonia,-7342.29,-814.43,-0.57,-11227.0,-25035.83,-3375.67,369.67,-1602.67,-1442.0,-826.5
Spain,-52058.14,-17640.57,16919.57,-17326.57,59165.33,166093.83,509845.83,352416.17,-39692.5,226969.17
Guyana,-3738.29,-9827.0,-11403.57,-20130.0,-17900.17,-13243.17,-12862.33,-13968.67,-6620.67,-985.33
Saudi Arabia,21720.71,74499.57,138293.29,158933.57,145662.17,29691.33,94737.67,384486.0,124475.0,-104460.83
Oman,-2997.0,-2997.0,9492.71,22691.43,32336.17,-17386.5,-13812.83,87036.5,126289.83,-57185.5
Namibia,-2066.14,-398.0,-7562.57,-1419.43,16369.5,5948.67,-2479.17,-8709.17,-8595.33,-5628.5
"Moldova, Republic of",20314.86,6914.86,136.43,-6366.14,-15075.0,-32988.0,-46528.83,-75621.33,-67291.67,40781.67
Equatorial Guinea,616.86,-6484.43,-5824.86,9395.86,3749.67,6300.17,15003.17,19354.0,17535.5,7460.67
Turks and Caicos Islands,-131.43,-39.29,70.57,188.71,296.0,377.83,684.83,856.83,1333.0,754.17
Rwanda,-16594.43,184.71,-5734.14,3722.86,-3945.33,-48255.83,-49865.0,-13945.33,-11322.5,-8051.0
gbm,466.57,1230.0,1086.29,498.71,955.0,812.17,800.5,606.5,-107.5,323.83
Malawi,0.0,-743.43,24352.71,92838.29,36620.83,-128855.0,-30506.33,-15224.33,-8909.33,-3580.67
"Venezuela, Bolivarian Republic of",3897.86,368.43,211.86,242.86,-168.17,-857.17,-7286.33,-44062.33,-225648.83,-460776.33
Seychelles,34.43,171.29,-242.43,-572.86,-339.0,142.5,303.0,318.5,285.0,78.83
American Samoa,-110.71,-256.71,-237.14,337.0,-182.83,-431.33,-1548.17,-1562.67,-1606.17,-1364.0
"Palestine, State of",-27343.0,-31291.14,-14143.43,-2272.57,998.67,1570.33,-28193.83,-24447.5,-25350.0,-14102.0
Myanmar,14080.86,4661.57,-46166.0,-16545.57,-53919.33,-69250.17,-151522.0,-151655.83,-81143.33,-64508.33
Chad,-2400.57,-9042.14,-51160.29,10610.57,-10980.33,29588.67,42474.0,16156.67,11964.83,8537.83
Panama,-2418.86,-2486.86,-2710.14,-2359.0,-589.17,1649.67,3224.67,4645.0,8049.0,7988.0
Lithuania,-356.57,3893.71,10544.86,8641.57,-8181.17,-23734.83,-34008.33,-31194.0,-20085.17,-13441.17
Kyrgyzstan,20359.29,9903.43,-7069.43,-21045.29,-52999.5,-10469.17,-21755.67,-41350.67,-32364.67,-19300.33
Bulgaria,423.86,1648.43,-19036.29,-31292.71,-28784.17,-19314.5,-6427.83,-6891.17,-14733.83,-8628.67
