Country,1971-1977,1978-1984,1985-1991,1992-1998,1999-2004,2005-2010,2011-2016,2017-2022
Israel,32143.67,40130.86,40094.43,46185.67,51674.17,58222.5,70852.36,80297.21
Mexico,237688.33,381049.4,459057.57,506115.71,543435.0,524283.17,560363.83,571109.17
"Iran, Islamic Republic of",125728.14,231310.75,285851.83,303127.0,309749.5,274863.8,293224.5,286476.0
Netherlands,51210.71,56707.0,62777.57,63890.67,,,106805.95,101027.98
Saint Kitts and Nevis,,344.0,323.0,354.0,366.4,403.8,397.5,420.0
Timor-Leste,,,,,3609.0,7476.5,7714.0,7901.04
Barbados,,1324.25,1544.0,1553.0,1426.17,1613.8,1624.5,1483.17
Yemen,,,,,102941.0,111227.0,128989.41,
Georgia,,16944.0,19232.5,18044.43,17543.4,34685.5,32011.0,33330.17
Honduras,12471.14,16734.43,23381.0,29551.0,34808.33,41055.25,39980.5,45177.0
Gabon,2430.14,3424.29,4089.2,4759.75,6220.5,,12961.0,10060.0
Aruba,,,,,510.33,580.0,605.83,
Burkina Faso,2706.71,3764.29,6997.71,12065.33,19974.0,33952.67,55928.83,84330.0
Bosnia and Herzegovina,,,,,,,9474.75,9412.17
Norway,21168.33,,,,,,48198.84,51761.64
Monaco,71.0,,,104.0,89.5,,150.5,180.83
Belize,,,,,2033.4,2271.83,2437.83,2569.0
Central African Republic,3071.86,4091.29,4272.67,,,6115.0,8665.67,11334.0
Malawi,,,,,40836.0,40464.0,54119.8,81071.33
Argentina,189962.43,205071.6,245092.75,288139.25,259624.4,283117.2,269972.83,287815.83
