Country,2002-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Afghanistan,,15.9,0.23,0.48,0.24,-0.13,
Bulgaria,21.9,30.86,3.26,-1.2,1.0,4.93,6.59
Indonesia,11.28,14.43,14.36,16.23,8.23,5.2,6.7
Sudan,21.21,18.0,9.7,13.75,18.94,23.98,58.1
Burkina Faso,12.54,10.81,8.52,15.92,7.42,7.41,7.1
Egypt,6.73,6.5,2.03,4.36,14.4,7.44,14.35
United Arab Emirates,22.78,46.29,3.78,6.49,4.46,1.71,4.32
Eritrea,2.96,-0.18,0.92,9.32,,,
Guinea,,,,12.32,5.35,6.93,3.36
New Zealand,,,,6.33,9.83,7.26,5.77
Chad,6.24,4.35,8.11,12.0,12.46,,
Rwanda,14.78,22.99,10.58,19.08,17.71,16.99,13.84
Fiji,20.35,9.28,2.44,10.73,9.95,2.93,4.6
Brunei Darussalam,3.25,2.67,-1.47,2.55,-2.15,0.04,1.52
Samoa,11.41,15.04,5.24,5.66,9.32,2.83,-1.32
Brazil,8.63,19.56,16.0,13.67,0.25,6.66,10.19
Uruguay,-3.48,11.44,3.72,11.12,4.75,6.41,5.69
Syrian Arab Republic,3.89,13.22,4.86,,,,
Kuwait,14.47,28.5,3.98,4.95,4.63,3.81,6.59
Bahamas,,,-5.16,5.57,-3.53,-2.44,-1.14
Cameroon,5.12,5.92,11.09,7.13,4.17,5.15,
Costa Rica,15.5,24.2,6.73,14.95,11.79,3.35,3.92
Türkiye,17.98,18.66,21.08,24.47,23.71,24.32,48.64
El Salvador,5.71,5.78,-0.02,5.33,5.02,4.66,6.61
"Moldova, Republic of",22.87,24.95,5.54,7.89,-1.72,4.3,5.17
Maldives,19.97,46.99,-0.13,-2.2,9.03,5.07,5.2
Antigua and Barbuda,4.49,9.0,-0.77,-2.63,-1.92,0.38,1.09
Armenia,9.17,30.73,26.63,25.96,8.45,19.86,6.56
United States,8.17,10.72,-2.64,4.59,4.13,5.3,3.75
Thailand,6.81,4.34,9.64,8.67,4.63,4.04,3.13
