Country,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2018,2019-2020,2021-2022
"Palestine, State of",10.12,9.99,11.59,11.34,11.67,11.42,9.99,10.14,10.46
Armenia,29.73,,38.01,38.29,43.44,43.81,49.85,58.03,58.51
French Polynesia,,41.22,41.2,,37.92,,,,
Guyana,,29.21,,,,,35.43,33.36,
Italy,34.13,37.48,39.68,40.19,40.32,40.8,42.43,42.72,43.02
Sao Tome and Principe,27.5,,21.71,,,,20.93,,
Greenland,,,,57.67,56.67,56.5,,,
Mauritius,33.8,35.58,35.07,37.12,38.44,40.62,40.85,46.92,37.75
Brunei Darussalam,52.43,,,,,54.07,51.2,50.28,50.55
Bahrain,23.06,23.87,32.97,38.5,40.81,42.01,,,
Palau,47.25,,55.29,,,54.59,,58.6,
Monaco,,,,,,39.22,,,
Dominican Republic,32.49,35.58,36.77,37.87,40.53,42.65,45.58,45.61,45.78
Bangladesh,54.02,24.81,27.12,33.94,31.08,33.19,33.92,,22.39
Senegal,,,29.31,,42.43,34.73,34.89,36.33,37.13
Guinea-Bissau,,,,,,,55.02,58.77,58.69
Bulgaria,37.64,39.02,42.03,44.36,42.63,44.12,46.75,47.59,47.55
Congo,,,52.82,39.14,,,,,
Kenya,61.04,,50.88,,,69.36,,59.59,58.1
Slovenia,49.59,50.36,51.95,53.15,50.24,50.45,54.23,54.44,55.17
Ghana,70.32,,65.59,65.4,71.97,61.2,67.07,,59.87
El Salvador,42.15,39.62,44.22,45.21,45.93,44.89,43.85,43.59,44.05
Afghanistan,,,,42.83,15.48,23.18,18.2,13.73,22.04
Liberia,,,65.34,53.44,,70.22,41.05,,
Sudan,,,,19.66,19.62,,,,12.37
Rwanda,,76.83,,,,82.68,47.99,47.54,44.58
Nicaragua,42.8,42.32,42.42,,62.04,45.35,,,
Australia,50.93,52.36,54.68,55.66,55.62,55.5,56.88,57.12,59.11
"Congo, The Democratic Republic of the",,,69.67,,60.27,,,59.64,
