Country,1986-1992,1993-1999,2000-2005,2006-2011,2012-2017,2018-2023
Lesotho,1.18,7.41,6.42,6.89,4.3,5.16
Qatar,11.18,7.47,-12.21,2.23,10.15,-1.24
Colombia,9.92,16.59,6.07,7.28,8.66,6.49
Malawi,3.76,2.09,14.45,13.43,18.72,12.48
Indonesia,12.86,3.4,5.02,1.46,7.5,5.69
Guinea,-7.02,18.19,11.62,,,
Mauritius,5.93,12.18,14.83,8.63,6.03,4.09
Angola,,-55.13,-7.3,5.15,7.4,-1.12
Kyrgyzstan,,29.1,22.81,9.67,15.21,6.62
Peru,-11.45,24.89,21.35,16.8,14.41,8.29
United Kingdom,5.28,3.03,2.47,0.38,-1.14,
South Sudan,,,,,-15.39,-19.4
Burkina Faso,,,4.94,1.04,4.67,4.57
Cabo Verde,,,,5.2,8.94,5.55
Kenya,6.11,12.19,12.15,0.46,8.15,7.16
Mongolia,,40.43,19.18,3.25,12.34,7.39
Fiji,5.78,6.33,4.71,3.79,1.67,4.75
Bosnia and Herzegovina,,,6.96,3.3,5.02,-0.97
