Country,1962-1967,1968-1973,1974-1979,1980-1985,1986-1991,1992-1997,1998-2003,2004-2008,2009-2013,2014-2018,2019-2023
Australia,1.92,1.17,3.79,2.13,0.79,0.68,-1.56,-0.28,0.35,0.85,1.33
Antigua and Barbuda,,,5.46,3.07,2.0,1.61,1.1,0.93,0.32,-0.91,0.75
Afghanistan,9.86,8.59,6.16,3.1,40.62,,,6.1,-4.05,-1.92,-0.56
Solomon Islands,,,-9.02,5.8,12.65,7.56,0.83,-8.28,-12.49,0.31,2.74
Maldives,,,0.13,18.48,3.08,9.11,1.33,-0.59,10.8,3.1,11.77
Singapore,0.55,-12.0,-6.09,1.63,-3.33,-4.84,-0.08,-1.43,0.35,4.86,0.47
Switzerland,0.95,1.15,0.31,0.68,0.45,0.78,0.22,0.31,-0.88,0.04,
Hong Kong,,,,,,-0.3,0.1,-1.28,1.64,-3.14,0.76
Honduras,-4.08,3.36,1.77,7.56,1.36,-4.3,-1.15,-1.43,0.91,-1.24,1.34
Thailand,-0.47,10.97,4.75,7.43,-2.13,-3.05,2.61,-0.32,0.06,0.22,2.27
Romania,,,,,,12.71,3.23,-0.68,3.68,0.58,1.91
Saudi Arabia,-22.49,-38.55,-186.1,-37.86,24.82,2.3,3.15,-28.97,-8.86,13.61,
Comoros,,,,4.14,0.99,-1.25,-0.9,2.41,0.07,0.46,1.53
Cabo Verde,,,5.67,1.73,5.8,10.38,4.95,-1.76,1.22,0.81,0.23
Philippines,0.39,1.35,2.26,4.82,-3.04,11.72,2.21,1.26,0.35,1.92,4.03
"Korea, Republic of",-1.16,-1.7,1.75,2.04,-2.57,-1.91,-0.4,-0.62,0.65,-0.14,0.53
Brunei Darussalam,,,,,,,-2.64,-6.08,4.0,1.8,0.91
Viet Nam,,,,,,8.59,0.82,1.17,3.17,0.63,-0.92
Japan,0.56,1.93,3.51,2.36,1.14,-0.54,2.52,0.42,2.87,1.85,1.0
Mongolia,,,,,,1.89,-2.78,-8.82,-4.1,1.63,-2.28
"Bolivia, Plurinational State of",7.2,6.51,5.08,-655.65,-30.81,2.53,3.56,-3.02,-4.36,1.27,5.39
Nepal,0.76,-2.75,6.92,11.67,7.15,3.09,2.31,2.39,1.48,1.01,3.3
Togo,-2.32,0.05,2.53,-0.26,-0.6,6.75,-1.94,-1.15,2.56,1.82,-0.49
Haiti,5.78,4.48,6.29,11.14,5.86,6.56,10.18,-1.44,-2.0,5.18,12.09
Ukraine,,,,,,87.7,13.23,-2.0,7.23,9.74,5.76
Costa Rica,5.3,-0.69,11.24,3.3,3.44,10.49,-2.69,0.32,1.12,1.88,1.08
Suriname,,0.96,0.79,19.46,16.6,0.37,21.16,-1.76,1.57,5.43,2.06
