Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Mexico,1914.91,2084.41,2258.7,2343.14,2472.26,2610.31,2777.02,2937.9,3213.47,3636.31
Angola,88.25,99.89,110.16,128.05,144.23,164.43,195.28,239.48,287.9,357.6
Latvia,226.52,225.43,194.93,190.79,200.96,227.17,227.88,228.84,223.83,230.16
Sao Tome and Principe,2.25,2.5,2.78,3.05,3.26,3.49,3.9,4.34,5.06,5.75
American Samoa,1.43,1.65,1.89,2.11,2.33,2.58,2.78,3.13,3.51,3.8
Sierra Leone,34.69,35.41,36.93,38.61,44.15,50.83,57.44,66.96,77.72,89.51
Iceland,42.39,47.22,51.39,54.72,59.63,63.2,65.56,66.19,66.83,67.67
Estonia,149.42,147.32,136.65,138.74,144.73,160.29,175.78,187.9,197.92,209.24
Nigeria,561.43,596.07,617.49,648.67,730.48,860.54,1026.07,1305.83,1572.54,1831.91
Saint Lucia,3.97,4.1,4.08,4.26,4.66,5.03,5.21,5.91,7.07,8.32
San Marino,2.11,2.23,2.4,2.76,3.48,4.31,4.96,5.52,5.83,5.94
Barbados,8.06,7.94,8.41,9.6,11.11,12.2,13.72,15.06,15.85,16.81
Uzbekistan,552.53,573.19,568.92,555.48,528.01,505.86,482.06,527.52,603.0,707.92
Papua New Guinea,62.42,69.03,76.36,83.49,90.8,100.53,113.18,130.52,151.69,178.88
Guatemala,157.08,189.54,199.87,227.89,249.65,266.87,271.44,274.7,291.81,339.16
Malaysia,382.01,469.0,573.05,734.1,864.64,1012.27,1161.09,1250.5,1350.23,1477.04
Somalia,27.92,29.32,32.52,36.53,41.72,46.91,53.12,59.36,66.59,74.17
Cameroon,138.43,152.63,166.08,183.43,206.41,237.75,277.38,330.68,386.16,445.93
Comoros,4.56,5.45,6.08,6.74,7.31,7.91,8.77,9.79,11.46,12.68
Jordan,30.43,35.77,42.05,48.32,58.71,76.9,89.97,118.81,154.19,192.52
Suriname,11.0,11.12,10.95,13.33,16.22,18.03,20.4,23.1,27.48,31.54
United Kingdom,14166.55,14632.54,14952.47,15275.95,15831.42,16500.49,17345.57,18080.09,18716.0,19245.81
Israel,367.22,424.15,460.24,499.56,547.64,604.06,670.22,726.56,771.57,837.3
Malawi,52.06,54.06,58.09,62.33,66.1,70.6,80.03,92.51,105.6,122.21
Dominica,3.37,3.37,3.49,3.77,4.02,4.15,4.29,4.52,4.7,4.81
Egypt,574.38,662.88,736.24,822.66,938.91,1023.43,1142.04,1278.06,1513.54,1784.82
Greenland,11.45,14.58,17.2,18.33,18.53,18.12,18.75,18.89,19.0,19.94
