Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2016,2017-2019
Togo,6.08,5.88,5.87,6.04,6.17,6.38,6.59,6.95
Comoros,7.26,7.7,7.88,7.97,7.98,8.07,8.66,8.7
Georgia,12.38,9.28,9.57,12.24,12.18,13.54,13.81,14.34
Equatorial Guinea,5.06,5.51,7.13,9.37,11.6,13.21,13.44,13.56
Italy,33.14,35.13,37.29,38.71,37.65,35.91,34.52,34.22
Djibouti,8.38,8.29,8.49,8.8,9.22,9.63,9.89,10.52
Fiji,9.4,9.32,9.16,9.14,10.07,11.19,11.53,11.85
Azerbaijan,10.97,9.91,8.74,9.29,11.68,13.28,13.83,14.01
Finland,23.54,24.16,25.06,25.7,25.56,26.43,26.26,26.54
Rwanda,7.67,7.42,7.17,7.0,7.0,7.35,7.8,8.28
Bangladesh,4.09,4.13,4.29,4.45,4.48,4.63,4.85,5.3
Oman,9.57,10.66,11.91,13.06,14.59,15.16,15.17,14.66
French Polynesia,,,,10.7,,,,
France,30.39,30.45,31.41,32.42,31.7,30.77,29.99,29.79
Ethiopia,6.45,6.23,6.1,5.87,5.81,5.98,6.27,6.8
Paraguay,7.46,8.32,9.56,11.18,12.3,13.46,14.24,15.04
Denmark,36.1,41.08,42.34,42.91,44.37,43.3,41.17,41.79
South Sudan,9.03,8.61,8.4,8.43,8.66,8.81,8.84,8.96
Guatemala,6.49,7.28,8.73,9.74,10.14,10.7,10.84,10.89
Grenada,15.78,16.62,15.84,16.65,18.77,21.08,22.78,25.02
Tunisia,9.64,10.18,10.84,10.9,11.33,11.84,12.29,12.59
