Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Romania,,,,3.14,3.65,26.24,766.56,5452.74,17540.79,28895.57,40090.55,66060.29
Armenia,,,,,,335.77,190748.94,394873.68,896054.33,1311636.34,1852703.7,2701339.59
Barbados,677.68,1141.48,2860.62,7575.16,12182.72,15567.24,18440.92,23185.67,30957.47,33374.09,35066.47,38872.74
Central African Republic,18090.45,23531.1,36662.24,77985.5,138566.41,132069.33,158041.8,171902.39,178689.86,225148.57,221297.46,258504.95
Sri Lanka,701.41,933.62,1839.56,5127.78,11179.51,21412.68,42782.12,75557.84,155099.92,362793.93,604974.88,915435.0
Cabo Verde,,,,23561.13,43545.81,68549.01,98966.83,149100.75,218307.75,301629.6,332397.78,372063.97
Hong Kong,2930.73,4983.56,11571.21,30162.21,62217.8,123303.87,191824.39,194232.08,220945.11,269431.06,344241.45,380564.24
Saint Kitts and Nevis,404.5,663.24,1622.85,4508.12,8537.37,14994.0,21261.46,26346.44,36446.85,46431.13,57067.84,55596.23
Puerto Rico,899.75,1597.05,2697.81,4558.09,6553.86,9124.25,12350.16,17564.98,22889.49,27188.25,30419.19,33802.14
United Arab Emirates,,11955.98,86033.22,140498.02,94809.49,92613.32,99628.27,111538.05,156894.36,146393.09,161025.82,171889.51
Chile,1.1,7.22,7414.04,95799.13,311863.84,994236.96,2173474.56,2926113.94,4819351.48,6927576.42,9293029.73,12161055.21
Burundi,3902.92,5197.95,8627.86,18390.3,27119.64,37285.11,50498.87,105020.47,178325.23,308618.06,453105.32,557124.21
Vanuatu,,,,80970.98,107866.45,139458.19,170735.64,187190.89,219188.65,268838.17,306175.6,355507.8
South Sudan,,,,,,,,,3457.01,3811.85,3768.05,
Saint Vincent and the Grenadines,276.85,337.99,756.37,2297.75,3965.2,6092.86,7843.08,10829.14,15614.12,18107.55,20886.4,24258.99
Côte d'Ivoire,43718.75,64765.59,127568.11,259672.66,298772.6,244491.44,551857.34,702811.81,692603.23,834620.39,1176709.25,1476942.67
Bulgaria,,,,3.16,3.87,16.84,1193.98,3884.1,7333.68,10725.99,13532.39,21873.21
Lithuania,,,,,,339.38,2654.12,4158.25,7651.12,10185.27,14016.69,20882.47
New Caledonia,158298.34,238226.2,447706.17,653620.05,1016952.27,1535368.62,1721650.79,2095782.56,2820607.23,3363068.16,3559712.54,3797367.75
Bosnia and Herzegovina,,,,,,78.91,1132.05,2954.51,5042.48,6919.51,8758.28,12486.61
Senegal,77403.94,79127.35,111096.66,181592.88,266480.17,264155.18,376262.25,462499.75,556108.57,655996.12,765067.09,934851.87
Lao People's Democratic Republic,,,,,38985.34,156793.42,418532.71,2836874.75,5938575.13,10998306.19,18711868.85,27229723.59
Belgium,1911.65,3022.06,5830.19,9585.83,13484.07,17751.5,21350.47,25589.37,30815.43,33891.14,38050.73,44461.87
Guatemala,267.67,318.06,579.77,1120.98,1826.15,4757.53,9201.05,12805.74,17595.41,24743.94,31595.36,39616.53
Samoa,,247.33,381.5,743.52,1387.49,1817.78,3597.56,4893.58,7420.96,8977.79,10254.68,10632.56
Guinea,,19704.38,26868.64,43785.26,169687.3,505493.51,739133.3,970471.9,2280495.09,4301957.4,6746450.17,11886411.96
Ethiopia,196.54,251.08,300.1,419.96,496.54,587.38,866.68,972.2,1857.77,6134.28,14986.25,41460.88
