Country,1975-1979,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2009,2010-2013,2014-2017,2018-2021
Afghanistan,30.46,25.95,26.41,21.79,9.43,30.99,46.5,49.2,47.33,43.55
United Kingdom,63.84,62.37,62.84,64.8,67.34,81.3,81.63,81.69,79.07,82.61
Belgium,79.06,81.28,81.42,87.02,87.84,87.84,86.17,85.76,86.05,85.37
Kenya,38.67,34.97,31.49,43.56,45.92,53.83,57.67,64.27,61.91,62.05
Romania,15.29,15.69,15.43,66.99,72.06,68.11,71.73,71.28,68.01,63.34
Thailand,38.14,40.83,42.85,45.43,49.64,49.87,44.91,46.14,33.76,38.13
Uganda,25.28,38.4,43.07,46.98,49.63,49.63,48.94,47.54,45.32,44.32
Canada,79.06,79.23,78.31,78.31,77.87,78.31,78.31,79.52,80.1,82.39
Pakistan,42.76,35.26,42.09,53.74,53.57,55.69,55.21,52.92,49.32,42.89
Poland,32.5,36.6,43.23,78.76,78.51,78.51,76.87,80.04,69.1,58.1
Kazakhstan,,,,46.56,46.19,45.52,44.32,44.82,44.32,39.34
"Moldova, Republic of",,,,57.4,58.51,49.62,46.63,63.99,58.68,61.19
United States,83.28,84.53,84.6,87.53,87.86,88.1,90.7,90.7,86.63,74.06
Guyana,48.79,41.39,46.91,51.77,55.99,58.44,57.54,53.88,66.95,67.89
Armenia,,,,58.73,58.0,58.34,54.54,54.54,56.76,64.83
Guinea,12.95,12.84,32.5,44.92,46.98,47.11,44.72,52.22,52.78,48.29
"Iran, Islamic Republic of",29.53,23.64,25.14,29.82,37.25,38.27,35.62,35.74,38.45,37.7
Lebanon,45.66,45.66,45.66,46.38,45.66,45.39,52.99,52.61,52.8,50.2
Mongolia,29.05,28.85,28.8,64.45,74.51,70.22,69.57,69.69,69.25,69.69
Brazil,30.41,41.75,58.3,70.4,72.07,70.79,72.07,70.77,65.28,55.62
"Palestine, State of",,,35.36,37.0,45.66,48.53,44.83,46.75,48.94,50.12
France,76.94,81.89,85.85,87.6,88.23,88.01,85.38,85.55,84.94,84.57
