Country,2006-2008,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020,2021-2022
Slovenia,6.41,9.46,15.49,14.08,9.5,8.77,9.92
Hong Kong,4.57,3.85,3.2,3.28,2.72,3.65,4.22
Eswatini,,,,27.58,,,41.22
Bhutan,,8.26,4.16,3.2,10.28,7.5,8.62
Namibia,,22.1,24.17,31.12,13.81,,
Morocco,,12.87,26.95,,,,20.64
Peru,3.92,3.12,2.99,2.98,2.56,3.58,3.68
Poland,17.22,17.07,19.9,15.59,10.16,9.71,8.02
Lao People's Democratic Republic,,0.58,,,2.76,,0.72
Dominican Republic,9.0,9.2,10.69,10.77,7.21,7.08,10.05
Sierra Leone,,,6.14,,3.13,,
Slovakia,41.04,40.69,38.93,34.29,28.92,31.34,43.98
Guinea,,,,,,9.34,
Lithuania,10.55,30.66,32.23,24.61,15.49,21.66,18.93
Mauritius,13.89,12.53,10.27,8.07,6.49,10.3,9.94
Zambia,,,,21.53,5.27,4.51,5.11
Paraguay,6.9,6.47,5.42,6.34,6.2,,
Kyrgyzstan,4.16,12.14,18.94,13.73,8.28,,
Sweden,13.47,17.16,19.83,20.89,20.59,26.82,31.87
