Country,1950-1968,1969-1987,1988-2006,2007-2025,2026-2044,2045-2063,2064-2082,2083-2100
Netherlands,5668544.84,6901354.58,7712615.26,8481931.42,8981811.53,8905575.42,8735818.47,8486183.33
Burundi,1325111.05,2037071.79,3033260.11,5443109.42,8871580.53,12745291.42,16108404.84,18434943.33
Libya,733677.84,1468633.95,2592174.74,3265408.32,3877268.21,4292184.16,4404115.74,4337774.67
Azerbaijan,1934974.95,2992651.47,3860407.79,4844962.16,5351593.37,5299276.16,4894443.84,4384551.67
North Macedonia,724304.95,934882.32,1025432.53,1047424.68,1016847.95,930816.32,802415.89,669026.06
Niue,2400.58,1983.26,1138.53,911.63,941.53,1007.89,1071.68,1114.67
Qatar,23166.26,163613.79,406303.84,1696462.16,2085336.63,2291586.05,2390184.11,2515877.89
Cuba,3671221.42,4893365.11,5513254.89,5616774.37,5346380.42,4820172.37,4152877.05,3535056.83
Antigua and Barbuda,25654.42,30422.89,33840.37,42775.0,47258.05,47378.68,44422.53,39952.89
India,226801222.32,347682596.32,518647009.37,687953726.26,801844177.89,854151202.74,848448640.32,801177779.33
Eritrea,486899.16,779823.26,1140435.32,1675052.74,2335516.79,3108054.11,3746527.26,4135915.06
Grenada,41787.84,47480.21,52609.79,60146.89,65350.74,66293.95,63637.11,58506.94
"Saint Helena, Ascension and Tristan da Cunha",2601.89,3035.37,3089.68,2739.63,2106.32,1676.79,1523.89,1447.72
Argentina,10057361.16,13427718.37,17604151.58,21473941.42,24207592.32,25756579.16,25696708.74,24426778.33
Jordan,422369.0,1097742.0,2390180.95,4791218.84,6545331.79,7852922.68,8653676.79,8901833.11
Hong Kong,1515778.58,2452911.89,3182000.32,3415067.74,3332187.74,2973234.0,2583038.53,2293612.33
Anguilla,2698.95,3134.89,5011.37,7124.0,7672.63,7070.0,5978.53,5008.17
Sint Maarten (Dutch part),1347.89,5961.21,14851.05,20379.95,23335.21,19646.47,17496.58,14707.94
"Venezuela, Bolivarian Republic of",4012800.26,7268530.53,11527894.74,14509940.79,16314312.89,17767115.42,18290656.05,17876440.44
Slovenia,749968.21,897005.53,965893.68,1038864.53,1051044.47,992384.05,909063.05,850955.89
Kuwait,192405.11,762734.58,1089968.11,2248417.21,2811237.37,2887078.53,2618522.11,2568454.78
Saint Kitts and Nevis,24137.0,20810.58,21594.89,23224.16,22884.68,21737.47,20023.05,18274.39
