Country,1995-1997,1998-2000,2001-2003,2004-2006,2007-2008,2009-2010
Bangladesh,38.2,39.9,39.09,36.72,33.02,33.62
Sweden,86.47,85.47,81.52,81.22,81.43,81.29
Chile,37.41,39.94,41.84,40.67,43.62,47.91
Brunei Darussalam,80.14,82.69,82.36,83.95,85.25,85.02
Malaysia,60.34,59.05,60.83,54.96,54.95,55.61
Palau,78.14,69.32,81.66,80.63,77.85,77.63
Cambodia,21.77,18.93,25.96,24.75,32.45,36.94
Antigua and Barbuda,65.56,68.74,64.96,64.07,67.12,69.04
South Africa,38.01,39.72,39.21,38.21,41.49,43.94
Dominican Republic,23.48,33.05,32.14,32.41,36.5,42.38
Kazakhstan,63.78,55.69,54.81,59.48,55.32,59.3
Malawi,32.01,38.17,58.77,71.98,63.38,62.67
Japan,81.94,80.64,81.03,80.59,80.58,82.42
Timor-Leste,87.68,75.5,73.0,72.62,72.02,60.94
Croatia,86.17,86.84,81.98,84.38,85.95,84.87
Seychelles,86.34,83.65,87.39,92.86,92.28,92.3
Latvia,59.94,57.33,52.06,59.24,61.6,61.4
Saint Lucia,63.1,61.77,58.55,52.6,49.3,61.74
Ireland,73.0,75.0,76.16,77.04,76.79,72.04
Norway,80.83,82.42,83.58,83.61,84.2,84.0
"Micronesia, Federated States of",94.51,93.51,94.42,93.75,91.62,90.93
"Korea, Republic of",41.52,49.27,53.69,53.6,55.89,58.58
United States,44.85,43.26,43.95,44.32,45.58,50.36
Luxembourg,92.58,89.09,84.67,84.95,84.08,84.22
Morocco,30.69,29.16,28.23,29.51,36.59,38.36
