Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Iraq,30.86,30.82,30.25,29.1,27.84,26.99,26.32,25.6,24.94,23.82,21.3,20.46
Afghanistan,33.02,32.76,32.68,32.98,33.41,33.29,32.82,32.48,32.59,32.72,32.94,33.23
Côte d'Ivoire,48.97,48.91,48.33,45.26,41.77,39.08,36.89,34.68,33.4,32.86,29.91,27.52
Fiji,42.42,41.02,38.56,36.01,33.93,33.47,33.26,33.08,32.81,33.04,33.61,32.81
Chad,55.81,56.53,57.24,57.64,57.78,57.76,57.32,56.57,55.91,54.98,54.12,53.1
"Venezuela, Bolivarian Republic of",40.7,38.98,37.36,35.39,34.99,38.38,37.89,35.18,33.65,32.92,32.08,29.6
Gambia,35.12,35.54,35.61,35.71,35.77,36.14,36.3,36.44,36.56,36.27,36.11,35.83
Viet Nam,68.88,66.72,64.03,62.38,60.45,58.21,57.71,56.56,56.08,56.96,54.8,53.48
Uzbekistan,42.41,38.9,35.49,36.26,38.25,39.76,39.94,39.83,40.16,39.95,39.48,38.86
"Virgin Islands, U.S.",40.04,39.02,36.41,34.46,34.49,32.42,30.11,28.86,29.42,29.53,29.01,28.32
Syrian Arab Republic,42.84,41.17,37.85,33.39,31.3,27.6,25.42,23.93,23.64,23.44,23.36,23.6
"Taiwan, Province of China",40.84,37.64,35.62,33.54,30.5,29.1,26.3,25.52,26.3,26.79,28.8,31.54
Malawi,47.54,47.66,48.94,50.94,52.92,55.22,57.04,58.61,60.15,59.54,58.06,56.53
Kuwait,26.16,25.28,24.84,26.16,24.93,23.99,23.9,24.08,22.92,21.9,21.87,22.2
Algeria,24.7,21.1,20.95,18.35,20.78,22.7,22.36,21.79,20.52,19.1,19.64,18.99
Vanuatu,51.33,50.61,50.1,50.7,51.63,50.84,50.44,53.06,52.82,53.18,53.2,52.94
India,38.92,38.15,37.26,36.61,36.32,34.3,31.49,28.52,25.98,24.1,22.44,21.08
Tunisia,29.58,27.99,25.83,24.3,22.9,22.25,21.2,20.16,21.46,19.52,18.56,18.38
