Country,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2013,2014-2014,2015-2015,2016-2016,2017-2017
Armenia,,86.56,85.3,89.41,95.93,,95.32,96.28,93.82,92.51,92.26,92.36
Ghana,64.96,65.03,65.98,71.72,80.6,83.88,91.86,,,,,85.18
India,89.96,88.88,89.15,,96.4,94.48,95.18,97.0,,,,
Italy,,,,,,,,99.69,98.96,98.27,97.73,97.34
Australia,93.23,,93.79,,,,97.46,,,,,96.14
"Virgin Islands, British",89.65,83.28,,88.7,,,94.02,96.31,,,,
El Salvador,91.08,92.04,93.04,,,95.95,95.03,91.46,88.85,86.25,84.66,80.53
Antigua and Barbuda,,,,,,,94.71,,93.65,96.85,,96.44
Cuba,99.84,,98.57,96.61,97.49,99.2,98.52,98.1,94.97,94.19,94.62,95.83
Somalia,,,,,,,,,,,,
San Marino,83.18,,,,,,,,,,,
Benin,,,,94.99,96.52,,,,,,,
Mauritius,,,93.7,95.48,,95.88,92.83,94.95,,,,
Honduras,85.17,,89.87,87.05,85.21,86.03,85.37,79.42,79.49,77.56,79.08,79.6
Chile,,,,,96.23,95.07,94.72,93.64,93.44,93.45,94.0,94.76
Myanmar,90.78,90.51,90.18,89.02,90.24,89.69,,,,,,
Mauritania,60.78,64.55,70.37,73.33,73.38,71.18,70.56,73.14,75.22,,71.6,76.28
South Africa,89.44,90.11,92.79,93.46,,,,,,,,90.28
Zimbabwe,87.97,91.15,89.06,,,,,,,,,
United Arab Emirates,,,,,93.14,,92.03,,,,,
Barbados,95.53,93.4,91.56,91.28,96.19,95.41,93.08,,92.91,95.43,97.54,97.29
Marshall Islands,,,,,,,95.52,,,72.15,72.89,
Bermuda,,,,,,,95.17,,,,,
Slovakia,,86.02,82.46,83.52,86.19,84.08,82.92,83.87,83.11,81.63,81.45,82.18
Suriname,,,,82.8,84.47,88.59,86.1,86.19,85.1,87.43,88.54,84.3
Saint Lucia,92.64,93.65,96.48,96.16,96.39,,,,,,98.68,96.94
New Zealand,,,,,,,,,97.29,97.45,98.15,
Oman,,,,,,,98.07,,,,,
Philippines,88.69,88.89,89.1,87.02,86.78,89.07,,,,94.96,94.43,94.87
