Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2019,2020-2021,2022-2023
Israel,66.31,70.42,73.6,77.42,80.02,80.52,82.77,83.43,84.79,86.92,88.47,88.88
Denmark,83.96,81.29,83.06,84.49,84.25,85.41,86.28,87.45,86.92,86.86,86.76,87.97
Eritrea,80.38,80.16,80.98,82.58,85.21,85.68,84.94,83.79,82.98,83.25,83.27,83.31
Cuba,51.57,49.75,51.23,53.2,55.73,60.22,60.77,60.08,60.24,59.77,59.58,58.32
United Kingdom,71.85,73.86,75.78,77.87,79.04,79.92,81.31,82.52,83.97,85.33,87.73,87.51
"Bolivia, Plurinational State of",70.33,71.6,73.37,72.94,74.75,76.14,76.05,73.71,72.52,77.37,73.67,72.47
New Zealand,73.62,75.6,77.41,78.7,80.55,81.79,83.44,85.03,85.47,86.75,86.94,88.1
United States,75.74,78.41,79.83,80.44,81.07,81.44,82.62,82.1,82.1,82.76,82.95,83.56
"Iran, Islamic Republic of",12.75,13.84,16.38,20.1,24.52,23.99,22.09,20.46,23.13,24.47,19.95,19.85
Nepal,33.9,34.93,35.13,35.47,35.93,37.83,40.18,44.08,49.17,52.26,53.02,52.97
Japan,64.94,64.42,64.71,64.76,65.57,66.33,67.53,69.04,71.39,74.16,74.75,76.29
El Salvador,50.08,52.21,54.71,57.33,57.47,58.4,59.83,61.51,60.47,60.13,59.86,60.18
Liberia,85.29,86.04,86.44,86.72,86.67,86.5,86.5,86.88,87.68,88.53,88.97,88.83
Mozambique,106.99,108.2,107.67,106.18,104.57,102.83,100.96,98.97,97.81,98.58,98.97,98.38
Brunei Darussalam,57.86,62.18,66.61,70.73,72.07,73.07,74.14,76.75,80.59,77.17,76.15,75.9
Maldives,30.52,37.99,46.21,52.6,53.88,55.22,56.28,56.76,57.17,54.38,53.33,53.81
"Virgin Islands, U.S.",81.92,81.61,82.08,83.23,83.94,84.91,81.55,73.3,69.96,68.42,67.69,68.11
Bangladesh,29.19,30.08,31.23,32.35,33.2,34.35,36.59,39.07,42.57,45.45,46.3,46.14
Mongolia,87.49,87.51,87.29,87.18,86.85,86.14,83.74,82.43,81.81,78.09,77.4,78.04
Malawi,95.09,95.01,94.12,93.52,93.36,91.67,88.74,87.64,87.72,86.83,85.67,85.49
Oman,28.51,29.45,30.6,31.42,32.27,32.7,32.83,33.12,34.44,34.68,34.93,35.88
Uruguay,60.94,62.78,66.21,69.18,70.33,71.51,73.86,74.73,76.35,77.91,79.4,77.47
Lesotho,81.49,83.18,84.74,84.27,82.67,81.0,79.24,77.76,78.61,79.42,79.94,78.74
Libya,47.12,48.82,50.37,51.95,53.54,54.61,55.2,55.42,55.68,56.18,56.42,56.47
