Country,2004-2006,2007-2009,2010-2012,2013-2015,2016-2018,2019-2021
United States,10790.33,11871.0,13121.33,16336.0,22596.67,31161.67
Singapore,1931.67,2680.33,3276.67,3663.0,3998.33,3822.67
Liechtenstein,1859.0,1718.0,,1461.5,1040.33,782.67
Bahamas,,,6.0,3.0,,
Latvia,,134.5,123.33,115.67,130.33,54.33
Kazakhstan,31.0,82.5,113.33,179.33,139.33,196.0
Russian Federation,,2880.5,3386.33,3933.67,4129.33,6234.0
India,1496.0,2201.0,3042.33,3305.67,3735.67,4040.67
Türkiye,1854.33,3918.33,5851.0,7609.33,7189.0,6374.33
Mozambique,2.0,32.0,122.0,135.0,54.33,35.0
Kenya,14.67,18.67,15.0,12.33,9.67,19.0
Cyprus,,10.0,,,,
Kuwait,,,,,108.33,256.5
Namibia,,,,,186.5,100.0
Denmark,154.0,102.33,184.0,275.0,370.0,237.67
Burundi,,,,,2.5,2.0
Guatemala,,,222.0,271.67,215.0,129.33
Botswana,,,208.0,118.0,,52.0
Sao Tome and Principe,,,112.0,69.0,,
Colombia,257.33,305.33,265.67,371.33,317.67,410.0
