Country,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2019,2020-2020,2021-2021,2022-2022,2023-2023
India,4.08,4.18,4.0,4.0,4.0,,,,,,,
Maldives,3.42,2.67,2.42,2.25,2.25,2.42,2.67,2.83,2.5,2.33,2.17,1.83
"Bolivia, Plurinational State of",4.08,4.18,4.17,4.0,4.0,3.67,,,,,,
Niger,3.5,3.68,3.83,3.92,3.92,3.75,3.75,3.83,3.83,3.83,3.83,3.67
South Sudan,,,,1.83,1.83,1.25,1.0,1.0,1.17,1.5,1.5,1.67
Fiji,,,,,,,,,3.17,3.17,3.17,3.17
Sierra Leone,3.68,3.68,3.67,3.58,3.5,3.5,3.33,3.17,3.17,3.17,3.0,3.0
"Micronesia, Federated States of",,,,2.42,2.42,2.67,2.67,2.67,2.67,2.67,2.67,2.67
Armenia,5.33,5.5,4.83,4.67,4.5,,,,,,,
Myanmar,,,,,3.67,3.67,3.67,3.67,3.67,2.5,2.17,2.0
Somalia,,,,,,,1.83,2.0,2.0,2.0,2.0,2.33
Mozambique,4.17,4.23,4.5,4.5,4.17,3.42,2.92,2.83,3.0,3.0,3.17,3.17
Guyana,3.58,3.68,3.58,3.67,3.67,3.67,3.58,3.5,3.5,3.5,3.5,3.5
Ghana,4.17,3.85,3.67,3.67,2.75,3.0,3.33,3.33,3.33,3.33,2.5,2.83
Albania,4.0,,,,,,,,,,,
Marshall Islands,,,,2.33,2.33,2.33,2.42,2.5,2.5,2.5,2.5,2.5
