Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2020
Vanuatu,6884500.0,12084666.67,33600250.0,64051750.0,94815671.55,166608266.73,154393946.04,136995147.6,260225393.4,350079271.4,285487878.2
"Korea, Republic of",401833333.33,1563866666.67,6733683333.33,22302133333.33,41077946925.67,93878246166.67,133648892588.2,191279200000.0,369815400000.0,504311800000.0,476745800000.0
Austria,1673533333.33,2948200000.0,9408083333.33,20101066666.67,29270767322.17,53984268028.0,68375668660.4,99906672381.4,157421800000.0,178284000000.0,176876000000.0
Kenya,245516666.67,390651833.33,897168000.0,1831254500.0,1737593778.17,2234569881.33,3130402451.6,3495404336.8,9814449917.6,16185314696.2,16216716708.0
Iraq,382516666.67,482300000.0,2761666666.67,13909062322.5,9289227499.33,1541319345.37,1815260932.08,7562177299.4,23563978225.4,39880532300.0,35854907570.2
Cabo Verde,,18350000.0,33266666.67,66233333.33,91778849.74,193006712.68,260697310.3,341580240.6,712690757.6,759706472.4,765584844.6
nld_curacao,,,,,,,,,6685420.0,378836700.2,1126457061.2
Marshall Islands,,,,,,,87770356.0,375239127.6,1006100348.6,1080898801.2,11762141379.8
Afghanistan,134850000.0,128246600.0,296699000.0,455420859.0,502756987.87,427273775.78,532109111.2,1501455538.4,3646828114.8,7331400399.6,9356411359.8
Algeria,990500000.0,923273333.33,4422255000.0,9993725000.0,8880614246.67,9187427816.67,9077380005.8,14623686835.8,33562288583.2,51749118628.6,43038856818.2
Malawi,52810000.0,88759000.0,191884000.0,354642166.67,352815879.7,594503559.67,581128851.56,834659820.8,1803141902.6,2541222726.6,2550288434.6
Côte d'Ivoire,180303333.33,325405000.0,1045086666.67,2355710000.0,1969824681.17,2282781927.17,2896876942.4,3852891354.0,7054816043.0,10180330160.0,10245162135.4
Tajikistan,,,,,,490482326.0,694041538.6,1029974481.8,2749251523.6,3692681787.4,3334740596.6
Belgium,,,,,,,163854500000.0,243221800000.0,395404000000.0,437453000000.0,413483200000.0
Greenland,27450000.0,49268166.67,114935833.33,270333500.0,430266150.35,408221634.0,409074893.9,515926741.0,801274703.8,869802296.4,863627508.2
Guinea,2200000.0,55023000.0,,308090576.13,394637085.65,721984638.92,579903944.92,929520950.2,1502450450.8,2358552201.0,3706671190.0
