Country,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020,2021-2022
Brazil,83.64,82.01,83.08,83.04,81.27,81.2
"Palestine, State of",77.18,74.36,77.06,75.66,71.48,72.17
"Venezuela, Bolivarian Republic of",70.58,70.12,69.08,74.14,,
"Bolivia, Plurinational State of",84.95,83.09,79.11,78.69,80.23,84.3
Ireland,83.05,81.05,80.88,81.21,80.88,82.55
Estonia,79.85,80.29,81.18,81.82,82.0,77.05
Fiji,80.47,92.07,80.73,,,
Namibia,82.92,86.68,74.77,79.01,,
Maldives,41.62,94.03,81.92,,92.32,
Slovakia,75.94,74.65,74.23,73.89,74.66,79.0
Iceland,90.35,90.84,91.73,90.77,89.12,86.32
Comoros,,81.2,,,,77.64
Uruguay,82.46,83.23,82.98,83.16,82.39,80.21
Trinidad and Tobago,70.97,72.39,71.13,,69.55,70.98
Dominican Republic,80.8,81.73,84.35,83.91,82.09,81.69
Kyrgyzstan,80.01,77.5,76.17,75.12,,
Philippines,65.0,63.76,63.23,60.41,,68.44
Thailand,87.71,86.38,84.7,83.86,82.18,81.14
Qatar,,92.22,83.31,84.43,86.58,88.88
Bangladesh,85.84,80.09,77.52,79.64,,73.15
