Country,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2022
Tajikistan,830000.01,480000.01,303333.33,180748.67,1009078.06,710924.12
Chad,40000.0,146666.67,106666.66,169053.7,237058.86,394393.58
Georgia,523333.32,326666.67,486666.66,368074.85,281616.51,665174.83
Haiti,173333.33,446666.67,60000.0,105959.26,155126.99,157699.02
Croatia,440000.02,380000.0,,,,
Lao People's Democratic Republic,,,180000.01,174011.6,358657.69,491966.62
Kyrgyzstan,416666.68,323333.33,180000.0,102396.24,211531.02,453923.6
Belarus,623333.33,433333.33,749999.99,436196.94,406504.7,235248.9
"Iran, Islamic Republic of",540000.01,490000.01,386666.67,268903.86,247964.82,277032.66
Togo,,,30000.0,143940.14,293901.0,280939.55
Sudan,576666.67,553333.34,350000.0,311733.85,494208.04,345747.11
Afghanistan,96666.67,276666.67,396666.67,99846.83,289603.07,108643.3
Eritrea,213333.33,306666.67,393333.34,69598.2,138226.46,381944.36
South Africa,566666.67,539999.99,529999.99,516242.79,505910.16,308958.39
Mauritius,306666.67,393333.34,356666.66,406159.51,273653.97,615267.5
Zimbabwe,333333.33,506666.66,556666.67,431289.52,378858.49,476873.23
Peru,496666.67,256666.67,430000.02,381377.15,553174.23,635316.24
Nicaragua,520000.01,336666.68,480000.0,335433.43,415295.45,502218.5
