Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1994,1995-2001,2002-2008,2009-2015,2016-2022
Netherlands,71.23,70.99,71.93,73.0,74.01,75.17,77.17,79.34,80.11
Djibouti,42.51,45.48,48.69,51.71,53.1,54.74,56.6,58.81,60.24
Comoros,40.56,43.49,47.22,51.59,55.29,57.12,58.06,59.93,61.61
Sint Maarten (Dutch part),65.92,69.09,70.51,70.1,70.35,71.66,72.94,72.9,72.38
Antigua and Barbuda,61.42,66.93,69.64,70.74,70.9,71.28,73.03,74.46,75.84
New Zealand,68.43,68.46,69.39,70.93,72.87,75.23,77.67,79.46,80.39
Suriname,56.58,57.89,58.91,59.97,61.52,62.59,63.99,66.64,68.51
Lebanon,63.91,65.19,52.34,52.59,64.69,71.54,74.02,76.57,75.84
Syrian Arab Republic,54.97,59.23,63.74,65.21,68.27,68.64,70.61,64.75,66.43
Togo,42.19,45.0,48.58,51.35,52.73,53.26,55.46,58.03,60.23
Macao,64.56,67.49,70.22,72.83,75.42,77.52,79.08,80.5,82.32
Marshall Islands,52.58,55.57,57.17,58.46,59.77,61.26,61.71,61.88,63.17
Angola,35.58,37.56,38.89,39.43,39.09,43.52,49.25,56.03,59.37
Romania,65.23,65.73,67.12,66.7,66.4,66.37,68.37,70.79,71.13
"Iran, Islamic Republic of",46.24,50.36,55.47,56.97,63.82,66.54,69.29,71.57,72.64
"Palestine, State of",,,,,66.91,68.47,69.52,71.15,72.15
Hong Kong,63.72,67.28,70.23,73.21,74.88,77.34,78.99,80.63,82.16
Poland,65.57,66.73,66.77,66.89,66.89,68.83,70.8,72.7,73.31
Cameroon,38.62,46.16,48.77,52.0,53.1,51.25,53.13,56.41,59.33
Kenya,49.22,52.27,55.22,58.91,56.0,53.23,55.99,59.24,60.01
Denmark,70.35,70.81,71.25,71.57,72.35,73.69,75.51,77.9,79.37
Haiti,42.3,45.39,47.63,49.97,52.22,55.57,57.99,57.91,60.96
Latvia,66.54,65.68,64.08,64.73,63.09,63.58,66.07,68.96,69.89
