Country,1960-1972,1973-1985,1986-1998,1999-2010,2011-2022
Austria,107190247.77,505525616.23,540509867.15,1292579561.67,1429959970.42
Poland,,61779049.45,20181928.57,199363498.75,902663618.0
New Zealand,115263840.33,260045499.08,231926291.69,361381794.08,539419478.58
Greece,,,222541911.0,414990761.58,317752846.83
Denmark,299455295.0,1154434979.85,2199984672.23,2796313452.0,2845621812.5
United Kingdom,4794222945.23,5089223370.62,4715943623.31,9318138462.75,18716976522.08
Canada,1194014448.54,3303698159.77,4089770651.77,4133561182.33,5483449604.75
Hungary,,168006592.36,72492361.0,108611137.75,255370819.75
Australia,1312779302.77,1977763903.54,2179656689.0,2787591188.92,3803937300.67
Czechia,,,61872176.33,163537681.0,365931042.42
Germany,3427664598.77,7626238843.15,9336959267.31,11071743164.67,24726596968.67
Japan,2443831852.46,6097568634.85,10313747210.92,9938542374.83,11654358145.58
Norway,212878418.0,1322170425.77,2415183943.62,3369252156.92,4680793308.17
Finland,52443877.75,293104448.15,777830944.08,975184384.5,1390417331.0
United States,21715303338.85,17326594549.08,17204715027.15,26667912321.5,39410690213.58
Switzerland,264077025.54,769167814.0,1473861052.31,2171937611.75,3557215768.33
Estonia,,,432023.0,12814234.67,58224765.5
Ireland,,90318119.25,188260266.85,798023310.92,1071448251.83
Portugal,,33452208.33,349430739.62,581984247.67,468367117.75
Iceland,,,10255880.86,32697135.5,59254063.58
Italy,985530481.92,1911999335.08,4651253393.69,3623576141.5,4891058415.67
Luxembourg,,24105457.67,106117361.62,391653396.33,496681295.67
"Korea, Republic of",,,139400163.67,690153516.17,2290422221.08
Spain,,564268871.17,1594423587.46,3894465767.25,2974040062.0
Belgium,883470145.92,1410873541.54,1337527734.38,2173645432.75,2545578862.67
Lithuania,,,,28943717.5,81730016.25
France,6485105159.46,6474646289.92,10244865714.69,10033156032.17,13298852120.83
Slovenia,,,,58624025.0,89924259.83
Sweden,414851340.85,1867910738.77,2457027250.31,3743151304.08,6031890771.0
Slovakia,,,,51568750.42,121113744.17
