Country,1989-1992,1993-1996,1997-2000,2001-2004,2005-2008,2009-2011,2012-2014,2015-2017,2018-2020
Angola,61.9,48.21,36.7,26.55,20.78,20.78,20.78,20.78,20.78
Lebanon,69.69,67.34,65.02,61.96,55.4,47.03,41.33,38.04,38.04
Malta,,14.42,25.81,33.94,39.71,48.53,56.24,41.38,38.17
South Africa,71.1,67.87,63.14,61.54,61.95,62.27,62.17,59.67,60.39
Côte d'Ivoire,66.58,61.98,47.73,40.43,40.16,44.81,49.77,51.64,51.64
Poland,11.15,9.27,8.54,8.93,9.67,10.32,9.85,9.83,14.34
Latvia,,9.18,13.39,18.95,22.18,18.41,17.44,30.08,30.07
Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,,89.36,88.46,87.91,87.53,87.53,87.53,87.53,87.53
Spain,63.98,66.18,66.23,63.9,64.56,66.73,67.35,65.6,65.3
Rwanda,,,68.0,67.68,65.92,63.24,61.8,60.78,59.75
Germany,2.39,1.68,0.75,0.69,0.7,0.87,1.25,1.39,1.4
Ecuador,,,86.2,83.76,81.43,81.43,81.43,81.43,81.43
Ukraine,30.25,30.19,30.06,30.0,30.0,30.29,33.09,34.9,37.37
United States,34.58,34.96,35.09,34.63,34.66,36.14,38.15,39.66,39.66
Brunei Darussalam,,5.76,5.76,5.76,5.76,5.76,5.76,5.76,5.76
Equatorial Guinea,5.9,5.82,5.77,5.38,5.05,5.05,5.05,5.05,5.05
Malaysia,77.93,57.35,45.65,45.65,45.65,45.65,45.65,45.65,45.65
Canada,8.93,9.45,8.97,7.48,5.93,9.44,9.34,9.08,10.65
Kazakhstan,,80.73,72.22,68.15,64.13,59.82,58.98,61.32,64.36
North Macedonia,,68.55,61.92,40.09,26.67,46.81,50.08,25.44,14.86
Liberia,46.32,30.74,15.21,8.9,8.43,8.43,8.43,8.43,8.43
Hungary,17.79,9.88,8.54,11.55,5.59,6.01,8.73,11.26,11.25
