Country,1996-1998,1999-2001,2002-2004,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Gambia,,,96.58,96.58,96.58,101.96,101.96,,,103.47,103.47
Ghana,,92.24,92.26,92.85,92.85,92.49,92.47,,92.47,92.78,92.78
Türkiye,28.2,28.2,28.51,28.68,28.7,28.94,30.13,30.1,30.12,30.14,30.14
Malaysia,14.51,14.51,35.25,33.06,33.1,32.82,33.53,14.55,14.55,,14.52
Peru,29.35,29.32,29.33,29.33,29.48,29.48,29.5,29.5,29.51,29.51,29.51
Chile,25.13,25.13,25.13,25.13,25.13,25.13,25.15,25.15,25.15,25.15,25.15
Madagascar,27.12,27.12,27.13,27.18,27.29,27.29,27.42,27.42,27.46,27.49,27.49
Djibouti,41.03,41.03,41.03,41.03,41.26,41.28,41.28,41.28,,,
Zambia,105.26,105.26,105.44,105.89,106.1,106.1,107.26,107.26,107.26,107.61,107.61
Kyrgyzstan,,7.37,7.38,7.37,7.42,7.42,7.42,7.48,7.54,7.56,7.56
Botswana,,18.87,18.74,18.74,18.75,18.75,18.9,18.9,18.94,18.98,18.98
United States,3.52,3.52,3.69,3.6,3.58,3.6,3.48,3.54,3.62,3.62,3.62
Israel,,23.46,22.18,22.04,22.26,22.25,22.96,22.98,23.09,,23.19
Thailand,,25.83,28.12,28.03,27.9,27.88,27.51,26.36,,,25.39
Latvia,6.11,6.17,6.19,6.22,5.92,5.86,5.97,5.14,4.39,4.39,4.39
New Zealand,9.5,9.5,10.33,10.25,10.2,10.67,10.92,9.7,9.4,9.41,9.41
Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
