Country,1870-1905,1910-1945,1950-1985,1990-1996,1997-2003,2004-2010,2011-2017
Norway,31.3,46.18,54.62,76.83,80.19,84.1,84.1
"Congo, The Democratic Republic of the",0.08,0.66,5.55,17.67,22.67,31.71,41.33
Seychelles,,,,,50.17,52.57,61.14
Uruguay,3.58,16.23,34.67,48.6,52.57,54.67,57.24
"Iran, Islamic Republic of",0.08,0.87,8.8,32.3,41.14,55.52,64.48
Guinea-Bissau,,,,,,16.0,19.14
Estonia,,,48.6,66.77,77.14,81.62,84.0
Jamaica,6.85,18.95,29.02,42.26,48.95,56.29,63.24
Australia,14.74,35.17,61.59,78.1,78.95,80.38,84.76
Burundi,,,4.47,10.23,12.38,16.19,18.86
Kyrgyzstan,,,35.57,59.3,65.14,68.67,71.81
El Salvador,2.74,8.39,14.95,26.78,34.38,41.9,44.48
Madagascar,,,,,35.17,38.48,40.67
France,8.43,23.98,33.61,54.22,65.05,70.86,75.24
Bulgaria,7.33,16.04,35.09,60.23,64.57,69.43,74.95
Thailand,0.08,4.32,14.1,31.55,40.67,48.0,50.57
Honduras,2.69,9.01,14.41,25.4,28.67,33.14,40.38
Latvia,,,34.09,55.58,65.71,81.24,84.95
Brazil,1.83,8.74,18.19,28.8,37.33,43.62,49.9
Cuba,1.92,16.54,32.18,58.7,63.9,69.14,75.33
Rwanda,,,4.8,12.53,15.43,20.76,26.19
Haiti,0.29,2.82,6.91,19.99,25.05,29.9,33.81
Japan,5.99,24.61,49.39,66.39,71.33,75.33,82.38
"Bolivia, Plurinational State of",0.75,5.43,21.61,45.44,48.48,49.33,56.86
Saint Lucia,,,,,47.67,51.71,57.71
Saint Kitts and Nevis,,,,,,50.0,55.24
Guyana,4.82,17.61,33.58,46.92,51.05,53.14,55.62
Somalia,,,,,,14.0,
Nicaragua,2.43,9.91,16.47,29.32,33.81,38.0,43.05
Egypt,0.24,1.69,8.23,25.44,31.9,39.9,46.57
