Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Russian Federation,,,3700.5,2883.5,3144.0,2899.5,3350.5,4117.5,5472.0
Slovenia,168.0,124.5,103.0,144.0,,,,40.0,29.5
Macao,4.0,4.0,11.5,4.0,16.0,16.5,31.0,42.5,31.5
Romania,792.0,622.0,1436.0,1166.0,1290.5,921.0,645.0,490.0,460.5
Cyprus,,,90.0,206.0,71.0,81.5,52.0,85.5,51.0
Burundi,,,,,,,2.0,,
Denmark,526.5,252.5,278.5,227.0,150.5,153.0,147.5,145.0,138.5
Kazakhstan,122.0,,103.5,142.5,127.0,100.5,97.0,83.0,134.0
Tonga,,,,,,,,,5.0
Guinea-Bissau,,,,1.0,5.0,,,,
Japan,36655.5,32648.0,28647.5,27370.5,27170.0,24848.5,24493.5,23190.0,22221.5
Australia,3310.5,3140.5,2638.0,2746.0,2854.0,2725.5,2796.5,3121.0,2624.0
Georgia,37.0,19.5,57.0,196.0,137.5,131.0,296.0,195.0,124.0
Brazil,3787.5,3706.0,3844.5,4249.0,3782.0,3491.0,3466.0,3961.0,4389.0
Latvia,,,221.5,125.0,108.5,90.5,158.5,139.0,112.5
United States,14220.0,14860.0,15123.0,17074.5,19541.5,21552.5,24011.5,22906.5,21799.5
Azerbaijan,14.5,17.0,26.5,27.0,38.5,11.0,68.0,96.5,47.5
Zimbabwe,,,,,,,,,14.0
