Country,1990-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Senegal,2417.0,2417.78,2619.47,2748.42,2809.43,2835.25,3189.61,3472.8
Bosnia and Herzegovina,1730.13,4110.33,6798.21,8386.74,10327.6,11307.42,13322.03,15517.42
nld_curacao,,,29214.64,28376.07,27875.52,26670.3,25033.43,22004.15
Türkiye,12789.36,14462.38,14661.13,17336.41,19487.53,23274.71,27368.81,30518.63
Colombia,8713.97,9581.55,9135.24,10028.26,11544.51,13229.07,14333.8,14563.1
Solomon Islands,2405.55,2713.78,2098.46,2022.41,2263.16,2550.68,2600.76,2432.8
Hong Kong,31681.44,34606.2,35821.89,42224.79,49662.27,54710.86,59052.66,58500.12
Ireland,27934.13,36620.31,48949.91,56190.56,55654.3,54917.94,76513.44,98973.43
Czechia,21473.24,23443.05,25261.98,29629.77,33700.61,33934.62,37987.39,40356.7
Grenada,8416.9,9016.95,10949.88,12656.21,13092.77,12593.16,14642.98,14180.2
Antigua and Barbuda,17602.12,18516.95,19821.54,22221.09,24271.64,20272.66,21646.88,21381.03
Turkmenistan,5809.83,3900.22,4577.92,5281.13,7513.09,10668.43,13412.74,14674.77
Spain,28051.51,30317.12,35034.89,37704.56,38376.88,36004.6,38929.66,38843.99
Azerbaijan,5699.03,3124.74,4181.07,6838.0,13001.17,14365.24,14353.95,14424.25
Guinea,1503.46,1601.32,1718.0,1774.99,1850.93,1980.92,2281.38,2622.18
