Country,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021,2022-2023
Saint Lucia,4.5,4.0,4.0,4.0,3.5,3.5,4.0,4.5,4.5
Somalia,,,,,,2.0,2.0,2.0,2.25
Central African Republic,3.17,3.5,3.5,3.25,3.0,3.0,3.5,3.5,3.5
Nigeria,4.0,4.0,4.0,4.5,4.0,3.0,3.0,3.0,2.75
Sao Tome and Principe,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5
Liberia,,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5
Viet Nam,5.0,4.5,3.75,4.0,4.0,,,,
Ghana,4.0,3.5,3.75,3.25,2.5,3.25,3.5,3.5,3.25
Kenya,4.5,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5
Uganda,4.5,4.5,4.25,4.0,4.0,4.0,4.0,4.0,4.0
Burundi,3.5,3.5,3.5,3.5,3.25,2.5,2.5,2.5,2.75
Lesotho,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5
Angola,3.0,3.0,3.0,3.0,,,,,
Mozambique,4.0,4.5,4.5,4.5,4.25,3.5,3.5,3.5,3.5
Bosnia and Herzegovina,4.33,4.0,4.0,4.0,,,,,
Madagascar,3.83,4.0,3.5,3.5,3.5,3.5,4.0,4.0,4.0
"Congo, The Democratic Republic of the",3.5,3.5,3.5,3.5,3.5,2.75,3.0,3.25,4.0
Fiji,,,,,,,,3.0,3.0
Samoa,4.0,4.0,4.25,4.5,4.5,4.5,4.5,4.5,4.5
