Country,1960-1968,1969-1976,1977-1984,1985-1992,1993-2000,2001-2008
Canada,0.21,0.43,0.46,0.47,0.34,0.28
Finland,0.04,0.14,0.25,0.59,0.33,0.38
United States,0.53,0.28,0.24,0.2,0.11,0.16
Australia,0.5,0.56,0.49,0.4,0.3,0.28
Netherlands,0.4,0.63,0.95,0.94,0.8,0.8
Greece,,,,,0.16,0.18
Austria,0.08,0.12,0.27,0.2,0.21,0.37
Spain,,,0.09,0.15,0.24,0.3
Luxembourg,,,0.12,0.21,0.52,0.84
Denmark,0.14,0.46,0.72,0.91,1.01,0.86
Switzerland,0.08,0.16,0.24,0.33,0.34,0.38
Ireland,,0.09,0.19,0.2,0.28,0.45
Japan,0.23,0.23,0.28,0.31,0.26,0.22
Sweden,0.17,0.56,0.88,0.91,0.82,0.88
New Zealand,0.19,0.3,0.31,0.26,0.25,0.26
Germany,0.4,0.35,0.43,0.41,0.3,0.32
Italy,0.16,0.13,0.16,0.35,0.19,0.19
United Kingdom,0.49,0.4,0.4,0.31,0.28,0.39
Portugal,,,0.03,0.2,0.26,0.29
Norway,0.17,0.47,0.95,1.11,0.89,0.89
Belgium,0.57,0.52,0.55,0.45,0.34,0.47
France,0.97,0.49,0.48,0.6,0.47,0.4
