Country,2000-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Zimbabwe,63.17,63.43,61.52,58.87,56.2,53.51,50.8,48.06,45.3,42.53,40.43
Cabo Verde,54.19,58.29,61.56,64.84,68.11,71.36,74.49,77.61,80.72,83.82,86.14
Kyrgyzstan,92.16,92.3,92.6,92.94,93.29,93.64,93.99,94.34,94.69,95.04,95.13
Algeria,91.74,91.74,91.73,91.73,91.73,91.53,90.77,90.0,89.24,88.47,87.9
Malaysia,94.62,94.83,95.0,95.17,95.34,95.51,95.68,95.85,96.02,96.06,96.06
Bangladesh,44.55,46.49,47.66,48.68,49.66,50.61,51.53,52.42,53.27,54.1,55.04
Marshall Islands,95.74,95.74,95.65,94.94,93.59,92.25,90.92,89.59,88.28,87.21,86.89
South Africa,71.29,72.02,72.6,73.19,73.78,74.36,74.96,75.55,76.14,76.74,77.34
Eritrea,26.88,25.77,24.88,23.99,23.1,22.22,21.99,21.99,,,
Ukraine,97.07,97.2,97.31,97.42,97.53,97.64,97.75,97.86,97.96,97.99,97.99
Côte d'Ivoire,38.75,39.91,41.01,42.17,43.35,44.54,45.74,46.95,48.18,49.41,50.44
Austria,100.0,100.0,99.99,99.98,99.98,99.97,99.96,99.96,99.95,99.95,99.95
Iceland,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7
Sint Maarten (Dutch part),98.41,98.49,98.55,98.61,98.67,98.74,98.78,98.78,98.78,,
Romania,92.4,92.4,92.56,93.18,93.8,94.42,95.05,95.67,96.29,96.91,97.38
Chile,96.36,96.96,97.44,97.92,98.4,98.88,99.37,99.75,100.0,100.0,100.0
Kazakhstan,96.64,96.68,96.72,96.78,96.83,96.89,96.94,96.99,97.03,97.03,97.03
South Sudan,,,,,,20.05,25.29,30.94,36.99,41.79,41.79
Norway,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
