Country,1950-1975,1976-2000,2001-2025,2026-2050,2051-2075,2076-2100
El Salvador,98.59,95.3,91.51,91.02,92.86,95.38
Mexico,100.44,97.28,95.74,94.47,94.48,95.68
Hungary,93.53,92.62,91.17,94.01,96.78,98.94
French Polynesia,107.1,109.39,104.13,100.63,98.66,98.96
Guinea,98.62,96.56,96.77,99.44,99.73,98.24
"Virgin Islands, British",105.41,105.85,96.65,96.53,106.02,118.04
Burkina Faso,102.81,96.65,98.68,99.31,98.3,96.55
Thailand,100.55,99.59,95.76,92.64,92.48,93.85
nld_curacao,98.27,91.62,87.57,95.6,103.53,105.76
Mali,102.29,100.94,102.03,101.49,100.21,98.41
Timor-Leste,101.15,106.26,104.63,103.88,102.71,101.88
Aruba,96.04,94.91,90.39,87.92,90.97,94.36
Dominica,92.71,98.37,100.51,96.5,94.57,96.14
Lao People's Democratic Republic,97.43,99.66,101.34,100.79,99.05,98.5
Argentina,100.17,97.05,97.77,98.38,98.8,98.8
Somalia,99.23,99.77,100.41,100.41,99.43,97.75
South Sudan,97.73,94.75,97.15,99.0,99.0,97.23
Angola,100.13,98.28,97.24,97.97,97.41,95.96
Romania,94.48,95.05,93.82,93.99,96.02,98.37
Papua New Guinea,113.58,112.06,107.93,103.57,100.62,98.58
Latvia,80.43,84.83,84.71,89.41,94.41,97.35
hos,95.15,92.73,92.65,96.19,98.3,96.98
