Country,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2023
Mozambique,,,169611770275.18,273115148119.84,524272977719.29,839801813588.4
Yemen,,,155742157030.35,216174971255.56,335328674055.56,285157331400.0
Ethiopia,,,,,951223220475.0,1512330509788.89
Vanuatu,,,,35532750000.0,42519000000.0,55726125000.0
Cyprus,2405599600.98,3755588578.28,6729231725.39,11265429528.12,15515696996.07,17651460016.73
Kenya,1230052559244.44,1756900626966.67,2572827867844.44,3556334385044.44,5083088451055.56,7693298188888.89
Egypt,1064498222046.91,1384803348871.49,2048998335014.39,2885448654400.0,4330508786022.22,6262695088423.54
Senegal,2384825083622.22,3229725032844.44,4049148379055.56,5572570812522.22,7721934984655.56,10816777560088.99
Thailand,,,3191035545251.79,3881184647287.39,5577302287728.08,7152156017049.75
India,9967793216677.78,14330303912777.78,21189870739777.78,33272340624122.22,55383764475466.66,94491770780087.78
Papua New Guinea,3893438877.78,4440711188.89,4919507300.0,5249998712.5,,
Brazil,963585505605.91,1438007531183.43,1767701498651.78,2187756947133.33,3040473932811.11,3413577420700.0
Australia,369164333333.33,489139666666.67,639443111111.11,874732333333.33,1207174444444.44,1527049111111.11
Samoa,,,,,1623022674.15,1831917888.89
Azerbaijan,,,2642023000.0,4215431388.89,11765071742.86,
Pakistan,,8759089524991.14,11400110425865.66,16165295148644.44,23462922888888.89,34895361207296.91
Puerto Rico,26807098252.95,32897590941.33,43556447710.62,62849908244.54,72785146317.31,78897622222.22
Denmark,777794509444.44,933060281111.11,1041464921444.44,1239793720333.33,1417040185222.22,1566007389222.22
Latvia,,,10320317500.0,12970405222.22,18292661000.0,21169669555.56
Georgia,,,,,31030560320.0,42410747366.67
Gambia,,,,38937290500.0,44625477900.0,57387006175.33
Burundi,,,,1050611216333.33,1670105262777.78,2203478324377.78
United Arab Emirates,,,,609652327140.0,697018982644.44,638994467533.33
Algeria,2829312916061.6,5386786072918.23,5607539596480.27,6527722738057.87,10000695429253.35,13758021788597.4
Lebanon,,,25626727297857.14,36710020549222.22,55105903968555.55,63869647612111.11
Kyrgyzstan,,,,,499175093708.62,612500669009.14
Peru,116790111111.11,135600777777.78,137868555555.56,175482000000.0,279636444444.44,412773666666.67
