Country,1981-1987,1988-1994,1995-2001,2002-2008,2009-2015,2016-2021
Azerbaijan,,,12.23,22.43,3.09,
Czechia,,4.57,2.43,3.82,0.54,2.53
Sudan,,,,,2.75,-0.18
Papua New Guinea,-1.77,2.52,-3.64,-5.76,,
Russian Federation,,-18.15,8.07,9.92,-0.08,1.1
Cuba,4.8,-5.47,2.33,5.31,3.82,1.57
Togo,-0.0,-2.53,4.42,-1.14,5.0,8.31
Kenya,-0.85,0.21,0.2,2.14,1.72,5.02
Namibia,,3.12,1.35,3.72,4.09,-2.51
Sri Lanka,5.8,1.74,3.61,3.87,10.34,1.29
Central African Republic,,,,,-7.98,3.31
Chile,-1.06,7.62,4.63,4.19,4.85,-1.19
Cambodia,,,4.39,8.73,4.02,4.64
Denmark,2.55,1.13,2.28,1.44,1.18,1.85
Uganda,6.81,1.12,3.66,3.68,3.84,1.56
Senegal,1.71,-4.39,3.71,0.32,2.2,2.72
Burundi,,,0.61,-0.94,6.43,-1.49
Rwanda,-0.8,-8.62,18.57,5.08,5.25,3.09
