Country,1960-1972,1973-1985,1986-1998,1999-2011,2012-2023
Costa Rica,2.41,2.62,2.98,3.84,5.43
Nepal,2.93,2.92,2.72,3.02,3.32
Ethiopia,2.53,2.44,2.26,2.17,2.33
Mexico,2.23,2.17,2.55,3.16,4.46
Fiji,1.91,2.16,2.59,3.3,4.42
North Macedonia,3.52,3.9,4.9,5.59,6.67
Liberia,2.33,2.39,2.72,2.69,2.35
Saudi Arabia,2.47,2.06,1.7,1.56,2.49
Slovakia,5.13,4.79,4.87,6.03,6.7
Mozambique,2.57,2.58,2.34,2.4,2.34
Togo,2.64,2.46,2.29,2.37,2.55
Kiribati,2.93,2.73,2.5,2.65,3.29
Somalia,2.73,2.49,2.19,2.14,2.13
Bhutan,2.38,2.48,2.74,2.85,3.47
Eswatini,2.4,2.03,1.7,2.27,2.87
Namibia,2.98,2.57,2.15,2.41,2.89
Portugal,5.12,5.28,5.71,5.99,6.98
Andorra,4.4,4.27,4.47,5.2,7.15
Romania,5.33,5.17,5.96,6.0,6.27
Germany,6.95,5.64,6.28,6.02,7.56
Libya,2.26,2.19,2.25,2.35,3.44
Algeria,2.5,2.24,2.36,2.79,3.85
Ecuador,2.68,2.43,2.57,3.25,4.07
"Bolivia, Plurinational State of",2.98,2.81,2.83,2.94,3.35
"Moldova, Republic of",4.31,5.08,5.24,5.34,6.98
"Virgin Islands, British",2.41,2.76,2.44,4.12,6.41
