Country,1971-1976,1977-1981,1982-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2011,2012-2016,2017-2021
Singapore,1738.34,3430.1,5630.93,8896.1,18470.13,19932.35,21992.81,36207.19,45211.27,46596.35
Saint Lucia,,1315.21,1693.0,3070.8,4139.63,4871.52,5690.61,7218.2,7669.65,8247.8
Cameroon,224.21,476.37,718.32,895.61,726.08,594.41,842.28,1126.7,1188.98,1277.0
Saudi Arabia,2779.34,8048.41,8391.34,5832.6,6276.4,6503.44,8858.29,14228.11,17596.21,17729.24
China,134.7,148.09,210.84,258.58,437.16,754.93,1285.08,3106.6,5570.93,7597.34
Czechia,,,,,4122.21,4818.87,8732.76,14898.2,13902.81,17385.23
Poland,,,,1144.2,2432.81,3838.78,5813.8,10641.05,11085.32,13266.58
Bhutan,,195.49,216.12,380.15,381.85,566.01,942.5,1664.09,2114.64,2754.43
Dominican Republic,527.27,950.76,1113.23,895.78,1745.23,2495.57,2842.42,4776.96,5943.23,6965.81
Benin,141.76,254.31,224.61,286.02,259.26,361.24,634.99,902.54,1009.43,1075.51
Belarus,,,,,1286.14,1123.08,2159.18,4862.56,5589.65,5281.25
Comoros,,577.48,526.5,841.22,797.86,645.44,936.4,1298.6,1340.5,1387.5
Sweden,6931.2,12279.68,12002.25,22674.97,24228.91,24977.94,34196.36,46451.72,47921.44,46723.98
Syrian Arab Republic,,,,,,4172.76,5386.53,7455.08,911.85,818.77
Costa Rica,708.14,1336.68,1104.71,1565.52,2759.65,3336.24,4018.16,6740.95,9951.54,10987.11
Austria,3529.55,7621.61,8453.73,16154.29,22641.87,21592.37,29020.2,40818.2,39429.66,40720.68
Haiti,,237.84,287.95,395.08,311.5,579.13,682.76,1114.2,1330.74,1382.54
Namibia,,,,1819.38,2119.53,1946.52,2714.05,4029.91,4582.98,4301.17
Lao People's Democratic Republic,,,461.09,167.58,245.72,228.28,327.65,718.98,1496.87,1910.03
Turkmenistan,,,,,,360.54,740.97,2434.09,,5172.44
Hungary,,,,,3282.44,3590.84,7469.31,10795.62,10515.6,13231.67
Germany,4398.46,8673.2,8763.65,16648.36,23641.88,21230.21,26700.53,36510.65,37316.58,40071.7
Sierra Leone,,262.66,209.59,151.7,143.04,132.02,226.97,357.17,514.94,417.61
Zimbabwe,512.04,692.32,664.48,616.05,437.15,344.07,241.92,451.04,1069.67,1347.97
Israel,,,,,16013.07,16485.65,16584.77,24693.67,30487.24,37948.53
Türkiye,699.44,1367.25,1129.04,1791.59,2322.07,3124.17,4891.79,8597.66,9863.61,7951.03
South Sudan,,,,,,,,299.53,976.72,
Bulgaria,,1899.59,1738.52,1915.57,1298.94,1438.17,2849.45,5674.7,6273.35,8263.04
Ethiopia,,172.65,191.96,217.2,113.65,89.01,94.63,235.8,434.04,709.8
