Country,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2019,2020-2020,2021-2021,2022-2022
Uzbekistan,,,,,,,,,30.38,,
Syrian Arab Republic,,25.06,24.7,,,,,,,,
United Kingdom,52.98,51.37,46.32,44.92,46.01,49.34,49.66,48.9,47.31,44.67,48.63
Qatar,,,70.17,67.98,67.06,71.01,70.09,67.29,64.67,56.17,
Comoros,,,,,11.82,,,,,19.14,
Somalia,,,,,,,,10.56,,,
Mali,,,50.29,,58.85,45.5,47.02,,46.82,,
Togo,61.28,,,62.91,,52.75,22.77,44.23,,,35.51
Guatemala,,,48.28,52.21,47.82,49.4,49.88,49.06,,52.88,48.21
Liberia,,,30.74,,54.46,55.63,20.69,,,,
Zimbabwe,,,,66.31,70.27,,,44.14,,41.32,37.69
Poland,23.27,26.59,26.59,24.79,24.99,27.21,30.3,31.71,28.39,27.33,27.78
Malaysia,,,,37.7,39.24,38.28,38.69,40.96,37.7,43.17,40.66
Guyana,,,,,,,35.78,31.8,,,
Belize,,,,39.87,38.75,38.69,39.74,43.6,,40.33,
Armenia,,18.57,20.87,24.08,24.38,24.46,25.84,32.9,28.83,26.71,29.42
Oman,,,26.8,,,,35.78,32.33,21.52,,
Gabon,,,11.74,,,,,,,,
Latvia,33.77,37.56,26.43,27.27,31.35,33.68,33.05,31.78,29.65,27.87,30.6
Dominican Republic,36.08,36.96,33.56,34.97,34.64,37.0,37.85,38.2,33.34,37.78,39.82
