Country,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2020
Congo,57.5,94.5,98.5,119.5,109.0,92.5,92.0,106.5,105.0,96.5,95.0
Serbia,,,3.1,2.65,2.05,1.8,1.75,1.2,1.15,1.1,1.1
Afghanistan,65.5,57.5,49.5,41.0,43.0,43.5,44.5,41.5,32.0,27.5,28.0
Mozambique,147.5,134.0,127.5,120.5,122.5,123.0,111.5,98.5,60.5,38.0,40.0
Canada,0.62,0.55,0.45,0.44,0.38,0.32,0.32,0.36,0.32,0.28,0.25
Guatemala,5.45,4.3,3.8,3.75,4.05,3.35,2.75,2.8,2.75,2.85,3.1
Chile,4.4,4.35,4.35,3.8,3.0,3.15,2.95,2.6,2.6,2.2,2.1
Morocco,9.45,9.15,8.25,8.0,8.1,8.45,8.25,8.45,8.45,8.15,10.0
Cuba,0.44,0.42,0.38,0.43,0.45,0.45,0.52,0.53,0.51,0.48,0.48
Albania,0.7,0.63,0.64,0.47,0.39,0.36,0.37,0.37,0.38,0.36,0.47
Switzerland,0.88,0.66,0.56,0.52,0.48,0.42,0.33,0.23,0.32,0.25,0.24
American Samoa,0.48,0.4,0.87,0.56,0.58,0.59,0.56,0.6,0.66,0.08,0.02
Brunei Darussalam,5.25,3.45,4.3,3.15,3.35,3.1,5.35,4.9,5.0,4.65,5.3
Malawi,135.5,134.5,139.0,145.5,138.0,136.0,103.5,76.0,51.5,40.5,36.0
Botswana,257.5,203.0,155.5,169.5,116.0,124.5,80.0,83.5,54.0,65.5,98.0
scg,3.5,4.2,3.5,,,,,,,,
Armenia,5.45,5.9,6.4,7.1,6.45,5.25,4.85,3.5,2.35,1.65,1.9
Hong Kong,4.65,4.05,4.25,4.0,3.35,2.9,2.85,2.65,2.55,2.35,2.1
Honduras,10.1,7.45,6.85,6.2,5.6,5.3,4.75,4.6,4.8,4.95,5.6
Mongolia,20.0,18.5,17.5,16.0,14.0,12.5,12.0,11.5,11.0,10.5,10.0
