Country,1800-1959,1960-1971,1972-1982,1983-1993,1994-2004,2005-2100
Nicaragua,1279900.0,2105000.0,2976727.27,3957818.18,4975000.0,6053636.36
Cabo Verde,170020.0,244391.67,304327.27,341836.36,428127.27,507009.09
Colombia,11607666.67,18875833.33,25152727.27,31922727.27,39096363.64,48235454.55
Belarus,6924666.67,8654500.0,9483545.45,10137545.45,10099363.64,9235181.82
Belgium,7920416.67,9434750.0,9802363.64,9909909.09,10175454.55,10902727.27
Grenada,72490.0,93605.83,91319.09,97830.0,101246.36,100672.73
"Moldova, Republic of",2292850.0,3347083.33,3903090.91,4292818.18,4136727.27,3376727.27
Namibia,506063.64,695733.33,947072.73,1309454.55,1838000.0,2500181.82
Kazakhstan,6957416.67,11883833.33,14432727.27,16137272.73,15305454.55,17156363.64
Cook Islands,16364.55,19620.0,19256.36,17713.64,18232.73,20547.27
chanisl,95051.67,115683.33,126863.64,137127.27,144600.0,152500.0
Morocco,8812333.33,13581666.67,18239090.91,23757272.73,28383636.36,32460909.09
cheslo,12062083.33,14103333.33,14953636.36,15525454.55,15677272.73,15675000.0
Thailand,20262500.0,32427500.0,44392727.27,55009090.91,62470000.0,67885454.55
"Virgin Islands, British",7569.45,8947.75,10723.64,15145.45,20010.0,23777.27
Andorra,7982.08,19240.83,33599.09,51144.55,66701.82,95587.27
Dominica,48755.0,65899.17,73495.45,72260.91,70170.0,66474.55
Madagascar,4029083.33,5866833.33,7954454.55,10708636.36,14950909.09,29933636.36
Austria,6342250.0,7280666.67,7558090.91,7641727.27,8015363.64,8312363.64
Spain,26162500.0,32267500.0,36410000.0,38725454.55,40431818.18,45955454.55
akr_a_dhe,3710.0,,,,,15700.0
"Congo, The Democratic Republic of the",12103166.67,17925833.33,24844545.45,34483636.36,48831818.18,85389090.91
Bosnia and Herzegovina,2566300.0,3403000.0,3812272.73,4134090.91,3575363.64,3518636.36
Tokelau,1571.45,1820.67,1569.55,1642.73,1487.82,1244.82
