Country,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Timor-Leste,,,0.15,4.81,,,
Cameroon,1.15,,0.87,,1.61,,
"Congo, The Democratic Republic of the",1.91,,,1.43,,,
Peru,3.05,2.84,2.44,1.78,1.5,1.86,1.71
Cuba,,0.42,0.6,,,,
Ghana,2.12,,2.88,0.46,2.9,1.38,
Pakistan,0.14,0.17,0.18,1.71,1.42,,5.26
Malta,3.16,4.88,3.54,4.74,5.66,2.96,2.4
Kyrgyzstan,4.22,3.41,3.65,5.02,4.1,2.8,2.36
Honduras,1.06,1.03,1.68,1.2,1.76,2.65,1.76
Cayman Islands,4.07,2.73,5.69,6.38,3.78,,
"Venezuela, Bolivarian Republic of",5.33,3.16,3.38,3.01,,2.54,
Malaysia,0.64,1.4,1.29,0.89,0.32,0.35,0.52
Indonesia,1.02,0.88,1.05,0.74,0.66,0.7,0.66
Norway,1.19,1.05,1.3,1.23,1.46,1.86,1.56
Saudi Arabia,0.22,0.11,,,0.05,0.25,0.12
