Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2016,2017-2019,2020-2022
Burundi,37.88,33.35,26.45,17.82,11.82,9.5,9.17,8.77,8.2
South Africa,7.98,8.52,9.62,10.25,9.52,8.22,7.63,7.5,7.6
Cambodia,16.23,12.82,9.05,6.4,5.3,4.97,4.97,5.17,5.27
Canada,3.2,2.77,2.52,2.32,2.1,1.8,1.7,1.8,1.87
Uganda,18.97,19.88,17.95,14.65,12.23,12.1,13.47,13.77,13.07
Zambia,18.58,18.45,16.83,14.82,12.82,11.3,10.1,9.2,8.43
Gambia,17.47,15.8,14.2,12.65,11.25,10.02,9.07,8.4,7.8
Solomon Islands,5.95,5.68,5.45,5.32,5.15,4.88,4.6,4.4,4.13
Kenya,9.3,10.38,10.62,10.05,9.15,8.05,7.1,6.5,5.97
Belarus,4.47,4.4,4.25,3.7,3.25,2.78,2.13,1.73,1.57
Brunei Darussalam,5.4,4.35,3.28,2.47,2.05,1.75,1.57,1.5,1.67
Greece,2.68,2.55,2.45,2.28,2.05,1.65,1.3,1.13,1.03
Rwanda,34.95,151.43,26.52,13.45,8.62,6.9,5.83,4.5,3.57
kos,4.85,4.45,4.0,3.55,3.18,2.9,2.67,2.53,2.4
Serbia,3.15,2.5,2.78,2.2,2.1,1.67,1.53,1.5,1.63
Paraguay,6.65,6.25,5.9,5.6,5.3,5.0,4.7,4.5,4.23
Zimbabwe,8.15,9.8,10.98,11.1,10.62,10.18,10.0,9.8,9.17
Ghana,11.5,10.28,9.57,9.45,9.12,8.6,8.17,7.6,7.03
Yemen,7.55,7.35,6.85,6.3,5.78,5.7,6.93,8.57,7.4
United Kingdom,2.42,2.2,2.12,1.95,1.72,1.3,1.2,1.2,1.13
"Korea, Republic of",3.8,3.78,2.6,1.75,1.58,1.35,1.13,1.1,1.1
Trinidad and Tobago,4.03,4.1,4.05,4.5,5.43,4.97,4.8,5.17,5.07
Lebanon,6.08,3.88,3.58,3.25,3.22,2.9,2.93,3.13,3.27
Cyprus,3.1,3.52,3.45,2.9,2.08,1.48,1.27,1.07,0.9
Bhutan,15.1,11.7,9.55,8.25,7.4,6.65,6.1,5.63,5.17
Türkiye,7.8,6.4,5.4,3.95,3.03,2.55,2.4,2.1,2.03
Congo,23.7,19.08,14.88,11.3,8.72,6.68,5.43,5.5,4.43
