Country,1950-1968,1969-1987,1988-2006,2007-2025,2026-2044,2045-2063,2064-2082,2083-2100
Vanuatu,2.23,1.42,2.2,2.28,3.11,5.19,8.12,11.45
Tunisia,2.08,1.92,3.37,5.48,10.61,17.71,21.71,25.56
Iraq,2.01,3.1,2.53,2.31,3.34,5.76,9.01,13.04
Cameroon,2.26,2.4,2.23,1.9,1.98,3.12,4.83,7.32
Central African Republic,2.69,2.37,1.42,1.21,1.77,1.74,3.34,6.25
French Guiana,4.33,3.0,2.47,3.09,6.22,9.29,11.58,15.32
Myanmar,2.11,2.61,3.26,4.1,7.0,11.0,15.03,18.47
Israel,3.22,5.53,7.78,8.75,11.12,13.6,15.98,19.97
Chad,2.51,2.4,1.99,1.33,1.47,2.06,3.13,5.25
Zimbabwe,2.1,2.02,2.06,2.1,2.48,4.13,6.52,9.67
Lao People's Democratic Republic,1.26,2.01,2.35,2.78,4.39,8.2,14.14,18.83
Gambia,1.57,2.11,2.4,1.74,2.14,3.73,6.11,10.31
South Africa,2.35,2.49,3.07,4.45,6.64,9.61,13.16,16.13
Ethiopia,1.91,1.77,1.61,1.89,2.73,4.47,8.22,12.6
Viet Nam,3.1,3.94,4.75,6.15,11.43,18.32,23.14,25.01
Netherlands,5.95,8.83,11.39,14.01,20.22,23.09,25.69,27.15
Peru,2.27,2.6,3.03,5.53,8.55,14.0,19.75,23.84
Cabo Verde,2.97,3.31,3.58,5.21,7.69,13.78,23.18,27.61
Eritrea,1.8,1.54,1.82,2.57,3.46,4.93,8.51,13.73
New Caledonia,2.64,2.36,3.56,6.59,12.74,19.78,23.56,26.99
Chile,1.99,3.05,5.47,8.79,15.03,22.61,29.24,31.49
Cook Islands,1.74,2.31,3.37,6.41,13.22,17.07,19.3,23.5
Suriname,2.48,2.95,2.97,4.96,8.5,12.24,16.34,20.42
Hungary,6.12,9.62,11.81,15.56,19.65,24.41,26.27,26.49
Costa Rica,1.84,2.45,3.85,6.49,12.79,20.59,28.43,31.96
kos,3.31,3.07,3.8,6.39,12.13,20.34,29.37,37.17
Belize,2.44,2.91,2.64,2.83,5.62,11.22,18.67,23.3
stbar,4.74,4.12,5.25,8.41,15.89,30.24,41.86,39.25
Italy,6.47,9.73,14.17,18.78,25.93,33.25,33.05,34.06
