Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2001,2002-2007,2008-2013,2014-2018,2019-2023
Pakistan,1.72,1.76,1.82,1.82,1.8,1.8,1.84,1.96,2.05,2.28,2.55
Gabon,3.98,3.78,3.5,3.17,2.82,2.51,2.27,2.08,2.03,2.04,2.12
Estonia,5.71,5.86,5.53,4.42,5.87,6.12,6.26,5.77,6.25,6.71,6.72
Czechia,5.92,6.28,5.87,4.26,5.87,5.34,4.75,5.86,7.16,6.92,5.99
Finland,4.63,5.29,5.47,5.09,5.4,5.13,4.96,5.55,7.21,6.82,6.5
Lithuania,4.74,4.87,4.46,3.78,5.39,5.67,5.64,5.55,5.75,6.39,7.77
"Venezuela, Bolivarian Republic of",1.52,1.62,1.75,1.91,2.08,2.24,2.36,2.58,2.99,3.63,4.46
Ghana,1.39,1.41,1.38,1.51,1.72,1.91,1.93,1.66,1.65,2.09,2.5
India,2.3,2.35,2.35,2.32,2.32,2.42,2.51,2.52,2.86,3.39,3.68
Central African Republic,2.62,2.47,2.35,1.91,1.42,1.2,1.16,1.21,1.43,1.73,1.8
Cayman Islands,3.61,3.43,3.39,2.82,2.72,2.67,2.58,2.49,3.1,4.1,4.87
Trinidad and Tobago,2.17,2.46,2.41,2.49,2.51,2.51,2.6,3.13,4.2,5.29,5.79
Gibraltar,4.77,4.75,4.86,5.09,5.14,4.75,4.87,4.77,5.85,5.74,6.35
Fiji,1.37,1.4,1.55,1.65,1.6,1.78,2.18,2.5,2.81,3.3,3.87
Samoa,1.52,1.38,1.47,1.76,2.08,2.18,2.15,2.19,2.15,2.54,2.87
Jamaica,2.85,3.11,3.35,3.12,2.59,2.29,2.14,2.51,2.82,3.57,4.65
Monaco,8.02,7.96,7.38,6.65,6.55,6.11,6.29,7.11,6.95,6.55,7.43
Latvia,5.56,5.84,5.45,4.45,6.07,6.08,6.35,6.11,6.14,6.75,7.4
United Arab Emirates,1.49,1.27,1.61,1.01,0.82,0.74,0.67,0.59,0.35,0.89,1.57
Nicaragua,1.59,1.64,1.64,1.67,1.78,1.73,1.72,1.84,2.16,2.54,2.78
Kiribati,2.5,2.26,2.31,2.29,2.31,2.18,2.0,1.96,2.03,2.31,2.55
Liberia,1.81,1.77,1.79,1.74,1.83,1.97,2.2,2.32,2.07,1.93,1.86
Rwanda,1.84,1.74,1.65,1.46,1.63,1.52,1.26,1.53,1.66,2.0,2.19
Kazakhstan,3.06,3.5,3.65,2.79,3.59,3.54,4.01,3.32,3.8,4.65,5.14
"Korea, Republic of",2.19,2.2,2.27,2.43,2.81,3.28,3.96,4.2,4.61,5.92,7.75
Russian Federation,4.3,5.07,5.51,4.27,5.77,6.0,5.93,4.49,5.72,7.07,7.47
Egypt,2.45,2.56,2.59,2.6,2.56,2.5,2.27,2.12,2.6,2.79,3.01
