Country,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019,2020-2021
Ireland,115.0,,,,,,,,
Azerbaijan,36192.0,46050.0,41553.67,32302.0,18575.67,,3367.0,16690.5,23624.5
Sri Lanka,12123.0,14640.33,39285.67,61637.67,65065.67,48561.0,32007.0,31640.0,19252.0
"Moldova, Republic of",8050.0,2694.67,6178.67,6672.33,5874.67,,,,
Spain,,,,13246.0,29318.67,38463.5,36998.0,29613.0,24128.5
United States,,,31482.0,,377311.0,231900.0,52078.0,89315.0,369595.0
Burundi,329328.5,283398.67,148646.0,25407.0,30138.33,44878.0,97834.5,169359.5,189974.5
Turks and Caicos Islands,52.5,116.0,110.0,,,229.5,,,
Senegal,366098.0,300608.5,275909.0,250097.67,236946.67,237356.5,,254059.0,257068.0
Belarus,,,,,10043.5,11498.5,12058.5,15730.5,17542.0
Malaysia,21561.0,76352.33,60277.67,61440.33,57605.0,71843.5,59521.5,47932.0,46889.5
Cyprus,549.5,351.33,174.0,,379.5,405.0,371.5,229.0,
Ecuador,35520.67,10520.0,11971.0,4294.0,,,,,9708.5
Tuvalu,,,,,,,,83.0,38.0
Belgium,6155.5,1745.0,2315.33,4177.67,6963.33,6948.5,6365.0,5237.5,5355.0
New Caledonia,,,,,,,,,
Belize,151.67,,101.0,336.33,236.5,,,,1164.0
Costa Rica,,,,,3933.0,11426.0,13063.5,7004.0,9289.0
