Country,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Czechia,99.75,99.86,99.95,100.87,103.07,119.91,125.95,117.36
Iraq,94.19,81.61,85.62,86.08,69.86,76.32,83.93,66.86
Tajikistan,106.11,97.46,92.83,94.81,110.52,107.48,95.25,105.01
Panama,105.53,103.3,103.13,99.57,97.67,94.08,93.36,87.87
Russian Federation,112.4,104.69,102.19,102.96,101.43,101.11,109.01,104.27
"Moldova, Republic of",112.88,97.78,98.78,100.5,91.94,96.78,94.58,110.61
Côte d'Ivoire,94.96,113.45,104.26,103.12,95.75,,,
Armenia,106.11,100.14,97.45,99.12,106.58,104.7,96.87,92.21
Japan,,103.0,108.0,105.5,101.5,101.0,100.0,
Guatemala,102.41,95.43,98.86,92.33,90.66,95.14,80.53,66.62
Albania,95.13,93.51,93.4,95.95,95.19,98.59,96.14,100.53
Mauritius,96.99,92.87,86.77,96.28,87.29,82.79,82.37,95.87
Senegal,,94.43,95.61,,101.48,96.49,,
Slovenia,98.38,94.88,,100.37,96.66,97.18,111.7,116.63
Montenegro,,94.16,104.64,110.48,98.52,103.03,121.18,119.14
